Time,Miami,Score,Golden State,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
10:00.0,Loose ball foul by K. Lowry (drawn by K. Looney),57-63, ,,3,57,63,-6,1560.0
9:53.0, ,57-63,S. Curry misses 3-pt jump shot from 27 ft,,3,57,63,-6,1567.0
9:51.0,Defensive rebound by O. Yurtseven,57-63, ,,3,57,63,-6,1569.0
9:30.0,J. Butler misses 2-pt jump shot from 19 ft,57-63, ,,3,57,63,-6,1590.0
9:29.0,Offensive rebound by Team,57-63, ,,3,57,63,-6,1591.0
9:29.0,Turnover by Team (shot clock),57-63, ,,3,57,63,-6,1591.0
9:15.0, ,57-63,Personal foul by C. Martin (drawn by A. Wiggins),,3,57,63,-6,1605.0
9:07.0, ,57-63,Turnover by S. Curry (bad pass; steal by C. Martin),,3,57,63,-6,1613.0
8:59.0,T. Herro misses 3-pt jump shot from 27 ft,57-63, ,,3,57,63,-6,1621.0
8:56.0,Offensive rebound by C. Martin,57-63, ,,3,57,63,-6,1624.0
8:55.0,C. Martin makes 2-pt dunk at rim,59-63, ,,3,59,63,-4,1625.0
8:45.0, ,59-63,G. Payton misses 2-pt layup from 4 ft,,3,59,63,-4,1635.0
8:43.0,Defensive rebound by O. Yurtseven,59-63, ,,3,59,63,-4,1637.0
8:35.0,T. Herro makes 3-pt jump shot from 27 ft (assist by K. Lowry),62-63, ,,3,62,63,-1,1645.0
8:15.0, ,62-63,Turnover by A. Wiggins (lost ball; steal by K. Lowry),,3,62,63,-1,1665.0
8:05.0,C. Martin misses 3-pt jump shot from 22 ft,62-63, ,,3,62,63,-1,1675.0
8:03.0, ,62-63,Defensive rebound by A. Wiggins,,3,62,63,-1,1677.0
7:56.0, ,62-65,G. Payton makes 2-pt layup from 5 ft (assist by A. Wiggins),,3,62,65,-3,1684.0
7:40.0,J. Butler makes 2-pt layup from 5 ft,64-65, ,,3,64,65,-1,1700.0
7:40.0, ,64-65,Golden State full timeout,,3,64,65,-1,1700.0
7:40.0, ,64-65,J. Poole enters the game for G. Payton,,3,64,65,-1,1700.0
7:27.0, ,64-67,J. Poole makes 2-pt layup from 3 ft (assist by K. Looney),,3,64,67,-3,1713.0
7:09.0,J. Butler makes 2-pt layup from 3 ft (assist by O. Yurtseven),66-67, ,,3,66,67,-1,1731.0
6:53.0, ,66-67,S. Curry misses 3-pt jump shot from 26 ft,,3,66,67,-1,1747.0
6:51.0,Defensive rebound by O. Yurtseven,66-67, ,,3,66,67,-1,1749.0
6:37.0,Turnover by O. Yurtseven (3 sec),66-67, ,,3,66,67,-1,1763.0
6:22.0, ,66-70,J. Poole makes 3-pt jump shot from 25 ft (assist by K. Looney),,3,66,70,-4,1778.0
6:06.0,J. Butler makes 3-pt jump shot from 23 ft (assist by K. Lowry),69-70, ,,3,69,70,-1,1794.0
5:52.0, ,69-70,S. Curry misses 2-pt layup from 3 ft,,3,69,70,-1,1808.0
5:50.0,Defensive rebound by O. Yurtseven,69-70, ,,3,69,70,-1,1810.0
5:44.0,C. Martin makes 3-pt jump shot from 23 ft (assist by J. Butler),72-70, ,Lead change,3,72,70,2,1816.0
5:41.0,Violation by Team (delay of game),72-70, ,,3,72,70,2,1819.0
5:32.0, ,72-72,J. Poole makes 2-pt jump shot from 19 ft (assist by S. Curry),Tie,3,72,72,0,1828.0
5:32.0, ,72-72,Shooting foul by T. Herro (drawn by J. Poole),,3,72,72,0,1828.0
5:32.0,K. Guy enters the game for T. Herro,72-72, ,,3,72,72,0,1828.0
5:32.0, ,72-73,J. Poole makes free throw 1 of 1,Lead change,3,72,73,-1,1828.0
5:19.0,Turnover by J. Butler (bad pass; steal by A. Wiggins),72-73, ,,3,72,73,-1,1841.0
5:16.0, ,72-73,Shooting foul by K. Lowry (drawn by A. Wiggins),,3,72,73,-1,1844.0
5:16.0, ,72-74,A. Wiggins makes free throw 1 of 2,,3,72,74,-2,1844.0
5:16.0, ,72-75,A. Wiggins makes free throw 2 of 2,,3,72,75,-3,1844.0
5:03.0,J. Butler misses 2-pt jump shot from 14 ft,72-75, ,,3,72,75,-3,1857.0
5:01.0, ,72-75,Defensive rebound by A. Wiggins,,3,72,75,-3,1859.0
4:54.0, ,72-77,D. Green makes 2-pt layup from 3 ft (assist by J. Poole),,3,72,77,-5,1866.0
4:54.0,Miami full timeout,72-77, ,,3,72,77,-5,1866.0
4:54.0, ,72-77,O. Porter enters the game for K. Looney,,3,72,77,-5,1866.0
4:48.0,O. Yurtseven misses 2-pt hook shot from 9 ft,72-77, ,,3,72,77,-5,1872.0
4:46.0, ,72-77,Defensive rebound by D. Green,,3,72,77,-5,1874.0
4:22.0, ,72-77,A. Wiggins misses 2-pt jump shot from 8 ft,,3,72,77,-5,1898.0
4:19.0,Defensive rebound by O. Yurtseven,72-77, ,,3,72,77,-5,1901.0
4:14.0,O. Yurtseven makes 2-pt dunk from 2 ft (assist by K. Lowry),74-77, ,,3,74,77,-3,1906.0
4:00.0, ,74-80,D. Green makes 3-pt jump shot from 26 ft (assist by S. Curry),,3,74,80,-6,1920.0
3:39.0,Offensive foul by C. Martin (drawn by D. Green),74-80, ,,3,74,80,-6,1941.0
3:39.0,Turnover by C. Martin (offensive foul),74-80, ,,3,74,80,-6,1941.0
3:39.0,P. Tucker enters the game for O. Yurtseven,74-80, ,,3,74,80,-6,1941.0
3:39.0, ,74-80,J. Toscano-Anderson enters the game for A. Wiggins,,3,74,80,-6,1941.0
3:29.0, ,74-80,S. Curry misses 3-pt jump shot from 29 ft,,3,74,80,-6,1951.0
3:26.0,Defensive rebound by K. Guy,74-80, ,,3,74,80,-6,1954.0
3:14.0,Miami full timeout,74-80, ,,3,74,80,-6,1966.0
3:14.0,T. Herro enters the game for J. Butler,74-80, ,,3,74,80,-6,1966.0
3:14.0,O. Yurtseven enters the game for C. Martin,74-80, ,,3,74,80,-6,1966.0
3:14.0, ,74-80,D. Lee enters the game for S. Curry,,3,74,80,-6,1966.0
3:07.0,K. Guy makes 2-pt layup from 2 ft,76-80, ,,3,76,80,-4,1973.0
2:42.0, ,76-80,D. Green misses 3-pt jump shot from 27 ft,,3,76,80,-4,1998.0
2:39.0,Defensive rebound by T. Herro,76-80, ,,3,76,80,-4,2001.0
2:27.0,Turnover by K. Lowry (bad pass; steal by J. Toscano-Anderson),76-80, ,,3,76,80,-4,2013.0
2:23.0, ,76-82,O. Porter makes 2-pt layup from 3 ft (assist by D. Green),,3,76,82,-6,2017.0
2:12.0,K. Guy misses 2-pt jump shot from 9 ft,76-82, ,,3,76,82,-6,2028.0
2:10.0, ,76-82,Defensive rebound by J. Poole,,3,76,82,-6,2030.0
1:59.0, ,76-84,J. Poole makes 2-pt layup from 3 ft (assist by J. Toscano-Anderson),,3,76,84,-8,2041.0
1:43.0,K. Guy makes 3-pt jump shot from 23 ft (assist by K. Lowry),79-84, ,,3,79,84,-5,2057.0
1:20.0, ,79-84,J. Toscano-Anderson misses 2-pt layup from 5 ft,,3,79,84,-5,2080.0
1:18.0,Defensive rebound by O. Yurtseven,79-84, ,,3,79,84,-5,2082.0
1:14.0,K. Lowry misses 3-pt jump shot from 26 ft,79-84, ,,3,79,84,-5,2086.0
1:11.0, ,79-84,Defensive rebound by O. Porter,,3,79,84,-5,2089.0
1:02.0, ,79-84,Turnover by D. Green (bad pass; steal by O. Yurtseven),,3,79,84,-5,2098.0
0:47.0,T. Herro misses 2-pt jump shot from 7 ft,79-84, ,,3,79,84,-5,2113.0
0:44.0, ,79-84,Defensive rebound by J. Toscano-Anderson,,3,79,84,-5,2116.0
0:43.0, ,79-84,Shooting foul by K. Lowry (drawn by J. Toscano-Anderson),,3,79,84,-5,2117.0
0:43.0,Miami full timeout,79-84, ,,3,79,84,-5,2117.0
0:43.0,Instant Replay (Challenge: Stands),79-84, ,,3,79,84,-5,2117.0
0:43.0,C. Martin enters the game for K. Lowry,79-84, ,,3,79,84,-5,2117.0
0:43.0, ,79-84,N. Bjelica enters the game for D. Green,,3,79,84,-5,2117.0
0:43.0, ,79-85,J. Toscano-Anderson makes free throw 1 of 2,,3,79,85,-6,2117.0
0:43.0, ,79-86,J. Toscano-Anderson makes free throw 2 of 2,,3,79,86,-7,2117.0
0:31.0,O. Yurtseven misses 3-pt jump shot from 24 ft,79-86, ,,3,79,86,-7,2129.0
0:29.0, ,79-86,Defensive rebound by N. Bjelica,,3,79,86,-7,2131.0
0:09.0, ,79-89,O. Porter makes 3-pt jump shot from 23 ft (assist by J. Poole),,3,79,89,-10,2151.0
0:00.0,T. Herro makes 3-pt jump shot from 27 ft (assist by K. Guy),82-89, ,,3,82,89,-7,2160.0
0:00.0,Instant Replay (Request: Ruling Stands),82-89, ,,3,82,89,-7,2160.0
0:00.0,End of 3rd quarter,82-89,,,3,82,89,-7,2160.0
12:00.0,Start of 4th quarter,82-89,,,4,82,89,-7,2160.0
11:47.0, ,82-92,D. Lee makes 3-pt jump shot from 25 ft (assist by S. Curry),,4,82,92,-10,2173.0
11:27.0,K. Guy makes 3-pt jump shot from 27 ft,85-92, ,,4,85,92,-7,2193.0
11:14.0, ,85-92,Turnover by N. Bjelica (bad pass; steal by C. Martin),,4,85,92,-7,2206.0
11:05.0,T. Herro makes 2-pt jump shot from 16 ft,87-92, ,,4,87,92,-5,2215.0
10:44.0, ,87-95,N. Bjelica makes 3-pt jump shot from 29 ft,,4,87,95,-8,2236.0
10:24.0,K. Guy misses 3-pt jump shot from 27 ft,87-95, ,,4,87,95,-8,2256.0
10:22.0, ,87-95,Defensive rebound by N. Bjelica,,4,87,95,-8,2258.0
10:15.0, ,87-95,N. Bjelica misses 3-pt jump shot from 28 ft,,4,87,95,-8,2265.0
10:13.0,Defensive rebound by P. Tucker,87-95, ,,4,87,95,-8,2267.0
10:05.0,T. Herro misses 2-pt jump shot from 20 ft,87-95, ,,4,87,95,-8,2275.0
10:03.0, ,87-95,Defensive rebound by D. Lee,,4,87,95,-8,2277.0
9:52.0, ,87-97,O. Porter makes 2-pt layup from 4 ft (assist by D. Lee),,4,87,97,-10,2288.0
9:52.0,Miami full timeout,87-97, ,,4,87,97,-10,2288.0
9:52.0,K. Lowry enters the game for K. Guy,87-97, ,,4,87,97,-10,2288.0
9:27.0,C. Martin makes 2-pt jump shot from 19 ft (assist by T. Herro),89-97, ,,4,89,97,-8,2313.0
9:12.0, ,89-97,O. Porter misses 2-pt jump shot from 10 ft,,4,89,97,-8,2328.0
9:10.0,Defensive rebound by O. Yurtseven,89-97, ,,4,89,97,-8,2330.0
9:05.0,T. Herro misses 3-pt jump shot from 27 ft,89-97, ,,4,89,97,-8,2335.0
9:03.0,Offensive rebound by C. Martin,89-97, ,,4,89,97,-8,2337.0
9:01.0,C. Martin misses 2-pt layup at rim,89-97, ,,4,89,97,-8,2339.0
8:59.0, ,89-97,Defensive rebound by D. Lee,,4,89,97,-8,2341.0
8:49.0, ,89-97,N. Bjelica misses 2-pt layup from 4 ft,,4,89,97,-8,2351.0
8:46.0, ,89-97,Offensive rebound by O. Porter,,4,89,97,-8,2354.0
8:46.0, ,89-97,O. Porter misses 2-pt layup at rim,,4,89,97,-8,2354.0
8:44.0, ,89-97,Offensive rebound by O. Porter,,4,89,97,-8,2356.0
8:44.0, ,89-97,O. Porter misses 2-pt layup at rim,,4,89,97,-8,2356.0
8:43.0, ,89-97,Offensive rebound by O. Porter,,4,89,97,-8,2357.0
8:41.0, ,89-97,D. Lee misses 3-pt jump shot from 27 ft,,4,89,97,-8,2359.0
8:39.0,Defensive rebound by K. Lowry,89-97, ,,4,89,97,-8,2361.0
8:37.0,Shooting foul by J. Toscano-Anderson (drawn by K. Lowry),89-97, ,,4,89,97,-8,2363.0
8:37.0,K. Lowry makes free throw 1 of 2,90-97, ,,4,90,97,-7,2363.0
8:37.0,K. Guy enters the game for T. Herro,90-97, ,,4,90,97,-7,2363.0
8:37.0, ,90-97,A. Wiggins enters the game for O. Porter,,4,90,97,-7,2363.0
8:37.0,K. Lowry makes free throw 2 of 2,91-97, ,,4,91,97,-6,2363.0
8:27.0, ,91-97,Shooting foul by K. Guy (drawn by S. Curry),,4,91,97,-6,2373.0
8:27.0, ,91-98,S. Curry makes free throw 1 of 2,,4,91,98,-7,2373.0
8:27.0,C. Silva enters the game for O. Yurtseven,91-98, ,,4,91,98,-7,2373.0
8:27.0, ,91-98,G. Payton enters the game for D. Lee,,4,91,98,-7,2373.0
8:27.0, ,91-99,S. Curry makes free throw 2 of 2,,4,91,99,-8,2373.0
8:12.0,K. Lowry misses 3-pt jump shot from 27 ft,91-99, ,,4,91,99,-8,2388.0
8:11.0, ,91-99,Defensive rebound by Team,,4,91,99,-8,2389.0
7:55.0, ,91-99,N. Bjelica misses 2-pt layup from 8 ft (block by C. Martin),,4,91,99,-8,2405.0
7:52.0,Defensive rebound by C. Martin,91-99, ,,4,91,99,-8,2408.0
7:40.0,C. Silva misses 2-pt hook shot from 5 ft,91-99, ,,4,91,99,-8,2420.0
7:37.0, ,91-99,Defensive rebound by S. Curry,,4,91,99,-8,2423.0
7:34.0, ,91-101,G. Payton makes 2-pt layup from 2 ft (assist by S. Curry),,4,91,101,-10,2426.0
7:14.0,C. Silva misses 2-pt layup from 6 ft (block by G. Payton),91-101, ,,4,91,101,-10,2446.0
7:13.0,Offensive rebound by Team,91-101, ,,4,91,101,-10,2447.0
7:13.0,T. Herro enters the game for K. Guy,91-101, ,,4,91,101,-10,2447.0
7:13.0, ,91-101,D. Green enters the game for N. Bjelica,,4,91,101,-10,2447.0
7:13.0, ,91-101,K. Looney enters the game for J. Toscano-Anderson,,4,91,101,-10,2447.0
7:11.0,P. Tucker makes 3-pt jump shot from 23 ft (assist by K. Lowry),94-101, ,,4,94,101,-7,2449.0
6:49.0, ,94-101,S. Curry misses 2-pt jump shot from 15 ft,,4,94,101,-7,2471.0
6:47.0, ,94-101,Offensive rebound by D. Green,,4,94,101,-7,2473.0
6:39.0, ,94-103,K. Looney makes 2-pt hook shot from 5 ft (assist by A. Wiggins),,4,94,103,-9,2481.0
6:28.0,Shooting foul by K. Looney (drawn by C. Silva),94-103, ,,4,94,103,-9,2492.0
6:28.0,C. Silva makes free throw 1 of 2,95-103, ,,4,95,103,-8,2492.0
6:28.0, ,95-103,J. Poole enters the game for S. Curry,,4,95,103,-8,2492.0
6:28.0,C. Silva makes free throw 2 of 2,96-103, ,,4,96,103,-7,2492.0
6:18.0, ,96-106,J. Poole makes 3-pt jump shot from 23 ft (assist by D. Green),,4,96,106,-10,2502.0
6:01.0,T. Herro makes 3-pt jump shot from 23 ft (assist by C. Silva),99-106, ,,4,99,106,-7,2519.0
5:45.0, ,99-106,G. Payton misses 3-pt jump shot from 27 ft,,4,99,106,-7,2535.0
5:42.0,Defensive rebound by K. Lowry,99-106, ,,4,99,106,-7,2538.0
5:37.0,Shooting foul by J. Poole (drawn by K. Lowry),99-106, ,,4,99,106,-7,2543.0
5:37.0,K. Lowry makes free throw 1 of 2,100-106, ,,4,100,106,-6,2543.0
5:37.0, ,100-106,Golden State full timeout,,4,100,106,-6,2543.0
5:37.0,K. Guy enters the game for C. Martin,100-106, ,,4,100,106,-6,2543.0
5:37.0,O. Yurtseven enters the game for C. Silva,100-106, ,,4,100,106,-6,2543.0
5:37.0,K. Lowry makes free throw 2 of 2,101-106, ,,4,101,106,-5,2543.0
5:18.0, ,101-106,Offensive foul by D. Green (drawn by K. Guy),,4,101,106,-5,2562.0
5:18.0, ,101-106,Turnover by D. Green (offensive foul),,4,101,106,-5,2562.0
5:18.0, ,101-106,Golden State full timeout,,4,101,106,-5,2562.0
5:18.0, ,101-106,Instant Replay (Challenge: Stands),,4,101,106,-5,2562.0
5:01.0,K. Guy misses 3-pt jump shot from 27 ft,101-106, ,,4,101,106,-5,2579.0
4:58.0, ,101-106,Defensive rebound by D. Green,,4,101,106,-5,2582.0
4:41.0, ,101-106,A. Wiggins misses 3-pt jump shot from 28 ft,,4,101,106,-5,2599.0
4:39.0, ,101-106,Offensive rebound by D. Green,,4,101,106,-5,2601.0
4:34.0, ,101-108,A. Wiggins makes 2-pt dunk from 2 ft (assist by D. Green),,4,101,108,-7,2606.0
4:23.0,P. Tucker makes 3-pt jump shot from 23 ft (assist by K. Lowry),104-108, ,,4,104,108,-4,2617.0
4:04.0, ,104-108,A. Wiggins misses 2-pt jump shot from 7 ft (block by T. Herro),,4,104,108,-4,2636.0
4:02.0,Defensive rebound by T. Herro,104-108, ,,4,104,108,-4,2638.0
3:53.0,Turnover by K. Lowry (bad pass; steal by A. Wiggins),104-108, ,,4,104,108,-4,2647.0
3:37.0, ,104-110,G. Payton makes 2-pt layup from 3 ft (assist by A. Wiggins),,4,104,110,-6,2663.0
3:37.0,C. Martin enters the game for K. Guy,104-110, ,,4,104,110,-6,2663.0
3:37.0, ,104-110,S. Curry enters the game for K. Looney,,4,104,110,-6,2663.0
3:11.0,K. Lowry misses 2-pt jump shot from 10 ft,104-110, ,,4,104,110,-6,2689.0
3:08.0,Offensive rebound by O. Yurtseven,104-110, ,,4,104,110,-6,2692.0
3:07.0,C. Martin misses 2-pt layup from 2 ft (block by D. Green),104-110, ,,4,104,110,-6,2693.0
3:05.0, ,104-110,Defensive rebound by S. Curry,,4,104,110,-6,2695.0
3:02.0, ,104-112,J. Poole makes 2-pt layup from 3 ft (assist by S. Curry),,4,104,112,-8,2698.0
2:46.0,T. Herro misses 3-pt jump shot from 28 ft (block by D. Green),104-112, ,,4,104,112,-8,2714.0
2:43.0, ,104-112,Defensive rebound by S. Curry,,4,104,112,-8,2717.0
2:42.0, ,104-112,Turnover by S. Curry (bad pass; steal by O. Yurtseven),,4,104,112,-8,2718.0
2:37.0,T. Herro misses 3-pt jump shot from 26 ft,104-112, ,,4,104,112,-8,2723.0
2:35.0, ,104-112,Defensive rebound by G. Payton,,4,104,112,-8,2725.0
2:26.0, ,104-112,S. Curry misses 3-pt jump shot from 26 ft,,4,104,112,-8,2734.0
2:23.0,Defensive rebound by Team,104-112, ,,4,104,112,-8,2737.0
2:10.0,T. Herro misses 2-pt jump shot from 9 ft,104-112, ,,4,104,112,-8,2750.0
2:08.0, ,104-112,Defensive rebound by G. Payton,,4,104,112,-8,2752.0
2:03.0, ,104-112,Turnover by A. Wiggins (step out of bounds),,4,104,112,-8,2757.0
1:55.0,O. Yurtseven misses 2-pt layup from 6 ft (block by D. Green),104-112, ,,4,104,112,-8,2765.0
1:53.0, ,104-112,Defensive rebound by G. Payton,,4,104,112,-8,2767.0
1:43.0, ,104-114,J. Poole makes 2-pt dunk from 3 ft,,4,104,114,-10,2777.0
1:43.0, ,104-114,Shooting foul by O. Yurtseven (drawn by J. Poole),,4,104,114,-10,2777.0
1:43.0, ,104-115,J. Poole makes free throw 1 of 1,,4,104,115,-11,2777.0
1:19.0,Turnover by K. Lowry (lost ball; steal by G. Payton),104-115, ,,4,104,115,-11,2801.0
1:03.0, ,104-115,D. Green misses 2-pt layup from 7 ft,,4,104,115,-11,2817.0
1:01.0,Defensive rebound by O. Yurtseven,104-115, ,,4,104,115,-11,2819.0
0:58.0,C. Martin makes 2-pt jump shot from 23 ft (assist by O. Yurtseven),106-115, ,,4,106,115,-9,2822.0
0:45.0, ,106-115,J. Poole misses 3-pt jump shot from 27 ft,,4,106,115,-9,2835.0
0:43.0,Defensive rebound by O. Yurtseven,106-115, ,,4,106,115,-9,2837.0
0:35.0,Shooting foul by D. Green (drawn by O. Yurtseven),106-115, ,,4,106,115,-9,2845.0
0:35.0,O. Yurtseven makes free throw 1 of 2,107-115, ,,4,107,115,-8,2845.0
0:35.0,O. Yurtseven misses free throw 2 of 2,107-115, ,,4,107,115,-8,2845.0
0:34.0, ,107-115,Defensive rebound by D. Green,,4,107,115,-8,2846.0
0:19.0, ,107-115,Offensive foul by J. Poole (drawn by C. Martin),,4,107,115,-8,2861.0
0:19.0, ,107-115,Turnover by J. Poole (offensive foul),,4,107,115,-8,2861.0
0:19.0,Miami full timeout,107-115, ,,4,107,115,-8,2861.0
0:19.0, ,107-115,J. Kuminga enters the game for S. Curry,,4,107,115,-8,2861.0
0:19.0, ,107-115,J. Toscano-Anderson enters the game for D. Green,,4,107,115,-8,2861.0
0:19.0, ,107-115,Q. Weatherspoon enters the game for A. Wiggins,,4,107,115,-8,2861.0
0:16.0,T. Herro misses 3-pt jump shot from 27 ft,107-115, ,,4,107,115,-8,2864.0
0:13.0,Offensive rebound by K. Lowry,107-115, ,,4,107,115,-8,2867.0
0:13.0,Personal foul by Q. Weatherspoon (drawn by K. Lowry),107-115, ,,4,107,115,-8,2867.0
0:13.0,K. Lowry misses free throw 1 of 2,107-115, ,,4,107,115,-8,2867.0
0:13.0,Offensive rebound by Team,107-115, ,,4,107,115,-8,2867.0
0:13.0,K. Lowry makes free throw 2 of 2,108-115, ,,4,108,115,-7,2867.0
0:12.0, ,108-115,Personal take foul by C. Martin (drawn by J. Poole),,4,108,115,-7,2868.0
0:12.0, ,108-115,J. Poole misses free throw 1 of 2,,4,108,115,-7,2868.0
0:12.0, ,108-115,Offensive rebound by Team,,4,108,115,-7,2868.0
0:12.0,K. Guy enters the game for K. Lowry,108-115, ,,4,108,115,-7,2868.0
0:12.0, ,108-115,J. Poole misses free throw 2 of 2,,4,108,115,-7,2868.0
0:10.0,Defensive rebound by O. Yurtseven,108-115, ,,4,108,115,-7,2870.0
0:08.0,Turnover by O. Yurtseven (bad pass; steal by G. Payton),108-115, ,,4,108,115,-7,2872.0
0:00.0,End of 4th quarter,108-115,,,4,108,115,-7,2880.0
