Time,Miami,Score,Utah,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
10:23.0, ,71-67,J. Vanderbilt makes free throw 2 of 2,,3,71,67,4,1537.0
10:16.0,T. Herro misses 3-pt jump shot from 26 ft,71-67, ,,3,71,67,4,1544.0
10:13.0, ,71-67,Defensive rebound by M. Conley,,3,71,67,4,1547.0
10:08.0, ,71-67,K. Olynyk misses 3-pt jump shot from 24 ft,,3,71,67,4,1552.0
10:06.0, ,71-67,Offensive rebound by Team,,3,71,67,4,1554.0
10:03.0, ,71-67,Turnover by M. Conley (bad pass; steal by M. Strus),,3,71,67,4,1557.0
9:59.0,M. Strus misses 2-pt layup from 4 ft,71-67, ,,3,71,67,4,1561.0
9:57.0, ,71-67,Defensive rebound by K. Olynyk,,3,71,67,4,1563.0
9:54.0, ,71-67,Turnover by K. Olynyk (bad pass; steal by K. Lowry),,3,71,67,4,1566.0
9:50.0,M. Strus makes 2-pt layup from 2 ft (assist by K. Lowry),73-67, ,,3,73,67,6,1570.0
9:40.0, ,73-67,Personal foul by T. Herro (drawn by L. Markkanen),,3,73,67,6,1580.0
9:34.0, ,73-69,J. Clarkson makes 2-pt hook shot from 7 ft,,3,73,69,4,1586.0
9:11.0,T. Herro makes 2-pt jump shot from 12 ft,75-69, ,,3,75,69,6,1609.0
9:01.0, ,75-69,Personal foul by T. Herro (drawn by M. Conley),,3,75,69,6,1619.0
8:57.0, ,75-69,Shooting foul by H. Highsmith (drawn by L. Markkanen),,3,75,69,6,1623.0
8:57.0, ,75-70,L. Markkanen makes free throw 1 of 2,,3,75,70,5,1623.0
8:57.0, ,75-71,L. Markkanen makes free throw 2 of 2,,3,75,71,4,1623.0
8:43.0,Shooting foul by K. Olynyk (drawn by B. Adebayo),75-71, ,,3,75,71,4,1637.0
8:43.0,B. Adebayo makes free throw 1 of 2,76-71, ,,3,76,71,5,1637.0
8:43.0,B. Adebayo makes free throw 2 of 2,77-71, ,,3,77,71,6,1637.0
8:31.0, ,77-71,J. Vanderbilt misses 3-pt jump shot from 23 ft,,3,77,71,6,1649.0
8:28.0,Defensive rebound by T. Herro,77-71, ,,3,77,71,6,1652.0
8:19.0,T. Herro makes 2-pt jump shot from 13 ft (assist by B. Adebayo),79-71, ,,3,79,71,8,1661.0
8:19.0, ,79-71,W. Kessler enters the game for J. Vanderbilt,,3,79,71,8,1661.0
7:58.0,Jump ball: J. Clarkson vs. K. Lowry (J. Clarkson gains possession),79-71,,,3,79,71,8,1682.0
7:56.0, ,79-71,J. Clarkson misses 3-pt jump shot from 25 ft,,3,79,71,8,1684.0
7:54.0, ,79-71,Offensive rebound by Team,,3,79,71,8,1686.0
7:42.0, ,79-74,L. Markkanen makes 3-pt jump shot from 22 ft (assist by K. Olynyk),,3,79,74,5,1698.0
7:20.0,B. Adebayo misses 2-pt jump shot from 15 ft,79-74, ,,3,79,74,5,1720.0
7:16.0, ,79-74,Defensive rebound by L. Markkanen,,3,79,74,5,1724.0
7:11.0, ,79-76,K. Olynyk makes 2-pt layup from 3 ft (assist by M. Conley),,3,79,76,3,1729.0
7:11.0, ,79-76,Shooting foul by B. Adebayo (drawn by K. Olynyk),,3,79,76,3,1729.0
7:11.0, ,79-77,K. Olynyk makes free throw 1 of 1,,3,79,77,2,1729.0
7:00.0,T. Herro misses 2-pt jump shot from 16 ft,79-77, ,,3,79,77,2,1740.0
6:58.0, ,79-77,Defensive rebound by M. Conley,,3,79,77,2,1742.0
6:50.0, ,79-77,Turnover by M. Conley (bad pass; steal by K. Lowry),,3,79,77,2,1750.0
6:42.0,K. Lowry misses 3-pt jump shot from 26 ft,79-77, ,,3,79,77,2,1758.0
6:39.0,Offensive rebound by H. Highsmith,79-77, ,,3,79,77,2,1761.0
6:38.0,H. Highsmith misses 3-pt jump shot from 24 ft,79-77, ,,3,79,77,2,1762.0
6:34.0, ,79-77,Defensive rebound by J. Clarkson,,3,79,77,2,1766.0
6:23.0, ,79-80,M. Conley makes 3-pt jump shot from 23 ft (assist by K. Olynyk),Lead change,3,79,80,-1,1777.0
6:22.0,Miami full timeout,79-80, ,,3,79,80,-1,1778.0
6:22.0,V. Oladipo enters the game for B. Adebayo,79-80, ,,3,79,80,-1,1778.0
6:22.0,O. Robinson enters the game for M. Strus,79-80, ,,3,79,80,-1,1778.0
6:22.0, ,79-80,C. Sexton enters the game for M. Conley,,3,79,80,-1,1778.0
6:07.0,Turnover by T. Herro (bad pass; steal by W. Kessler),79-80, ,,3,79,80,-1,1793.0
6:02.0, ,79-80,Shooting foul by V. Oladipo (drawn by K. Olynyk),,3,79,80,-1,1798.0
6:02.0, ,79-80,K. Olynyk misses free throw 1 of 2,,3,79,80,-1,1798.0
6:02.0, ,79-80,Offensive rebound by Team,,3,79,80,-1,1798.0
6:02.0, ,79-81,K. Olynyk makes free throw 2 of 2,,3,79,81,-2,1798.0
5:47.0,H. Highsmith makes 2-pt dunk from 2 ft (assist by T. Herro),81-81, ,Tie,3,81,81,0,1813.0
5:24.0, ,81-81,K. Olynyk misses 2-pt layup from 3 ft,,3,81,81,0,1836.0
5:22.0, ,81-81,Offensive rebound by L. Markkanen,,3,81,81,0,1838.0
5:12.0, ,81-84,C. Sexton makes 3-pt jump shot from 25 ft,,3,81,84,-3,1848.0
4:52.0,T. Herro makes 2-pt jump shot from 7 ft,83-84, ,,3,83,84,-1,1868.0
4:36.0, ,83-84,W. Kessler misses 2-pt layup from 3 ft,,3,83,84,-1,1884.0
4:32.0,Defensive rebound by K. Lowry,83-84, ,,3,83,84,-1,1888.0
4:28.0,H. Highsmith makes 2-pt jump shot from 23 ft (assist by K. Lowry),85-84, ,Lead change,3,85,84,1,1892.0
4:10.0, ,85-84,C. Sexton misses 3-pt jump shot from 28 ft,,3,85,84,1,1910.0
4:05.0, ,85-84,Offensive rebound by L. Markkanen,,3,85,84,1,1915.0
4:05.0, ,85-84,L. Markkanen misses 2-pt layup at rim,,3,85,84,1,1915.0
4:05.0,Defensive rebound by T. Herro,85-84, ,,3,85,84,1,1915.0
3:58.0,T. Herro makes 3-pt jump shot from 26 ft,88-84, ,,3,88,84,4,1922.0
3:42.0, ,88-84,K. Olynyk misses 3-pt jump shot from 23 ft,,3,88,84,4,1938.0
3:39.0,Defensive rebound by V. Oladipo,88-84, ,,3,88,84,4,1941.0
3:26.0,T. Herro misses 3-pt jump shot from 26 ft,88-84, ,,3,88,84,4,1954.0
3:22.0, ,88-84,Defensive rebound by K. Olynyk,,3,88,84,4,1958.0
3:20.0, ,88-87,J. Clarkson makes 3-pt jump shot from 25 ft (assist by K. Olynyk),,3,88,87,1,1960.0
2:55.0,O. Robinson misses 2-pt layup from 4 ft,88-87, ,,3,88,87,1,1985.0
2:53.0,Offensive rebound by O. Robinson,88-87, ,,3,88,87,1,1987.0
2:50.0,Turnover by O. Robinson (lost ball; steal by K. Olynyk),88-87, ,,3,88,87,1,1990.0
2:43.0, ,88-90,L. Markkanen makes 3-pt jump shot from 22 ft (assist by C. Sexton),Lead change,3,88,90,-2,1997.0
2:27.0,T. Herro misses 3-pt jump shot from 29 ft,88-90, ,,3,88,90,-2,2013.0
2:25.0, ,88-90,Defensive rebound by L. Markkanen,,3,88,90,-2,2015.0
2:18.0, ,88-92,C. Sexton makes 2-pt jump shot from 10 ft,,3,88,92,-4,2022.0
2:18.0, ,88-92,Shooting foul by V. Oladipo (drawn by C. Sexton),,3,88,92,-4,2022.0
2:18.0, ,88-92,Utah full timeout,,3,88,92,-4,2022.0
2:18.0,B. Adebayo enters the game for T. Herro,88-92, ,,3,88,92,-4,2022.0
2:18.0,D. Robinson enters the game for K. Lowry,88-92, ,,3,88,92,-4,2022.0
2:18.0,G. Vincent enters the game for O. Robinson,88-92, ,,3,88,92,-4,2022.0
2:18.0, ,88-92,M. Beasley enters the game for J. Clarkson,,3,88,92,-4,2022.0
2:18.0, ,88-92,M. Conley enters the game for L. Markkanen,,3,88,92,-4,2022.0
2:18.0, ,88-92,R. Gay enters the game for K. Olynyk,,3,88,92,-4,2022.0
2:18.0, ,88-93,C. Sexton makes free throw 1 of 1,,3,88,93,-5,2022.0
2:07.0,Turnover by B. Adebayo (bad pass),88-93, ,,3,88,93,-5,2033.0
2:07.0,M. Strus enters the game for H. Highsmith,88-93, ,,3,88,93,-5,2033.0
1:56.0, ,88-93,Personal foul by G. Vincent (drawn by C. Sexton),,3,88,93,-5,2044.0
1:56.0, ,88-94,C. Sexton makes free throw 1 of 2,,3,88,94,-6,2044.0
1:56.0, ,88-95,C. Sexton makes free throw 2 of 2,,3,88,95,-7,2044.0
1:43.0,V. Oladipo makes 3-pt jump shot from 25 ft (assist by G. Vincent),91-95, ,,3,91,95,-4,2057.0
1:23.0, ,91-98,M. Beasley makes 3-pt jump shot from 25 ft (assist by M. Conley),,3,91,98,-7,2077.0
1:05.0,M. Strus misses 2-pt layup from 4 ft (block by W. Kessler),91-98, ,,3,91,98,-7,2095.0
1:05.0,Offensive rebound by Team,91-98, ,,3,91,98,-7,2095.0
0:58.0,D. Robinson misses 3-pt jump shot from 25 ft,91-98, ,,3,91,98,-7,2102.0
0:55.0,Offensive rebound by Team,91-98, ,,3,91,98,-7,2105.0
0:48.0,G. Vincent makes 3-pt jump shot from 26 ft,94-98, ,,3,94,98,-4,2112.0
0:30.0, ,94-98,Turnover by C. Sexton (bad pass; steal by B. Adebayo),,3,94,98,-4,2130.0
0:08.0,B. Adebayo makes 2-pt jump shot from 9 ft (assist by V. Oladipo),96-98, ,,3,96,98,-2,2152.0
0:02.0, ,96-98,C. Sexton misses 2-pt layup from 3 ft (block by V. Oladipo),,3,96,98,-2,2158.0
0:02.0, ,96-98,Offensive rebound by Team,,3,96,98,-2,2158.0
0:02.0,H. Highsmith enters the game for D. Robinson,96-98, ,,3,96,98,-2,2158.0
0:00.0, ,96-98,C. Sexton misses 2-pt jump shot from 7 ft,,3,96,98,-2,2160.0
0:00.0,Defensive rebound by B. Adebayo,96-98, ,,3,96,98,-2,2160.0
0:00.0,End of 3rd quarter,96-98,,,3,96,98,-2,2160.0
12:00.0,Start of 4th quarter,96-98,,,4,96,98,-2,2160.0
11:50.0,G. Vincent misses 2-pt jump shot from 19 ft,96-98, ,,4,96,98,-2,2170.0
11:49.0,Offensive rebound by Team,96-98, ,,4,96,98,-2,2171.0
11:49.0,Away from play foul by M. Beasley (drawn by D. Robinson),96-98, ,,4,96,98,-2,2171.0
11:49.0,D. Robinson makes free throw 1 of 1,97-98, ,,4,97,98,-1,2171.0
11:43.0,V. Oladipo misses 3-pt jump shot from 23 ft,97-98, ,,4,97,98,-1,2177.0
11:39.0, ,97-98,Defensive rebound by M. Beasley,,4,97,98,-1,2181.0
11:23.0, ,97-98,M. Conley misses 3-pt jump shot from 25 ft,,4,97,98,-1,2197.0
11:22.0,Defensive rebound by V. Oladipo,97-98, ,,4,97,98,-1,2198.0
11:02.0,B. Adebayo misses 2-pt jump shot from 15 ft,97-98, ,,4,97,98,-1,2218.0
10:59.0, ,97-98,Defensive rebound by M. Beasley,,4,97,98,-1,2221.0
10:47.0, ,97-98,M. Beasley misses 2-pt jump shot from 9 ft,,4,97,98,-1,2233.0
10:45.0,Defensive rebound by G. Vincent,97-98, ,,4,97,98,-1,2235.0
10:40.0,B. Adebayo makes 2-pt jump shot from 8 ft (assist by G. Vincent),99-98, ,Lead change,4,99,98,1,2240.0
10:17.0, ,99-100,R. Gay makes 2-pt jump shot from 20 ft,Lead change,4,99,100,-1,2263.0
9:56.0,M. Strus makes 3-pt jump shot from 23 ft (assist by V. Oladipo),102-100, ,Lead change,4,102,100,2,2284.0
9:30.0, ,102-100,M. Beasley misses 3-pt jump shot from 24 ft,,4,102,100,2,2310.0
9:27.0, ,102-100,Offensive rebound by W. Kessler,,4,102,100,2,2313.0
9:25.0, ,102-100,W. Kessler misses 2-pt hook shot from 5 ft,,4,102,100,2,2315.0
9:23.0,Defensive rebound by G. Vincent,102-100, ,,4,102,100,2,2317.0
9:19.0,G. Vincent misses 3-pt jump shot from 27 ft,102-100, ,,4,102,100,2,2321.0
9:14.0, ,102-100,Defensive rebound by W. Kessler,,4,102,100,2,2326.0
9:05.0, ,102-103,C. Sexton makes 3-pt jump shot from 25 ft (assist by M. Beasley),Lead change,4,102,103,-1,2335.0
8:45.0,Personal foul by R. Gay (drawn by V. Oladipo),102-103, ,,4,102,103,-1,2355.0
8:38.0,Shooting foul by W. Kessler (drawn by B. Adebayo),102-103, ,,4,102,103,-1,2362.0
8:38.0,B. Adebayo makes free throw 1 of 2,103-103, ,Tie,4,103,103,0,2362.0
8:38.0,B. Adebayo makes free throw 2 of 2,104-103, ,Lead change,4,104,103,1,2362.0
8:13.0, ,104-106,C. Sexton makes 3-pt jump shot from 26 ft,Lead change,4,104,106,-2,2387.0
7:48.0,B. Adebayo misses 2-pt jump shot from 12 ft,104-106, ,,4,104,106,-2,2412.0
7:45.0, ,104-106,Defensive rebound by M. Beasley,,4,104,106,-2,2415.0
7:41.0, ,104-106,M. Beasley misses 3-pt jump shot from 26 ft,,4,104,106,-2,2419.0
7:38.0, ,104-106,Offensive rebound by W. Kessler,,4,104,106,-2,2422.0
7:24.0, ,104-106,M. Conley misses 2-pt jump shot from 14 ft,,4,104,106,-2,2436.0
7:20.0, ,104-106,Offensive rebound by W. Kessler,,4,104,106,-2,2440.0
7:20.0, ,104-106,W. Kessler misses 2-pt layup at rim,,4,104,106,-2,2440.0
7:19.0,Defensive rebound by M. Strus,104-106, ,,4,104,106,-2,2441.0
7:15.0,Miami full timeout,104-106, ,,4,104,106,-2,2445.0
7:15.0,T. Herro enters the game for M. Strus,104-106, ,,4,104,106,-2,2445.0
7:15.0, ,104-106,J. Clarkson enters the game for M. Beasley,,4,104,106,-2,2445.0
7:15.0, ,104-106,L. Markkanen enters the game for M. Conley,,4,104,106,-2,2445.0
7:15.0, ,104-106,K. Olynyk enters the game for R. Gay,,4,104,106,-2,2445.0
7:06.0,D. Robinson misses 3-pt jump shot from 26 ft,104-106, ,,4,104,106,-2,2454.0
7:03.0, ,104-106,Defensive rebound by W. Kessler,,4,104,106,-2,2457.0
6:44.0, ,104-106,Personal foul by D. Robinson (drawn by C. Sexton),,4,104,106,-2,2476.0
6:30.0, ,104-106,Shooting foul by V. Oladipo (drawn by J. Clarkson),,4,104,106,-2,2490.0
6:30.0, ,104-106,J. Clarkson misses free throw 1 of 3,,4,104,106,-2,2490.0
6:30.0, ,104-106,Offensive rebound by Team,,4,104,106,-2,2490.0
6:30.0, ,104-107,J. Clarkson makes free throw 2 of 3,,4,104,107,-3,2490.0
6:30.0, ,104-107,J. Clarkson misses free throw 3 of 3,,4,104,107,-3,2490.0
6:28.0,Defensive rebound by T. Herro,104-107, ,,4,104,107,-3,2492.0
6:15.0,V. Oladipo makes 2-pt dunk from 3 ft,106-107, ,,4,106,107,-1,2505.0
6:15.0,Shooting foul by W. Kessler (drawn by V. Oladipo),106-107, ,,4,106,107,-1,2505.0
6:15.0,M. Strus enters the game for D. Robinson,106-107, ,,4,106,107,-1,2505.0
6:15.0,V. Oladipo makes free throw 1 of 1,107-107, ,Tie,4,107,107,0,2505.0
5:57.0, ,107-107,Turnover by K. Olynyk (bad pass; steal by M. Strus),,4,107,107,0,2523.0
5:53.0,T. Herro makes 2-pt layup from 2 ft (assist by M. Strus),109-107, ,Lead change,4,109,107,2,2527.0
5:44.0, ,109-107,L. Markkanen misses 3-pt jump shot from 27 ft,,4,109,107,2,2536.0
5:41.0, ,109-107,Offensive rebound by W. Kessler,,4,109,107,2,2539.0
5:36.0, ,109-109,J. Clarkson makes 2-pt layup from 5 ft,Tie,4,109,109,0,2544.0
5:15.0,V. Oladipo misses 2-pt jump shot from 11 ft,109-109, ,,4,109,109,0,2565.0
5:13.0, ,109-109,Defensive rebound by W. Kessler,,4,109,109,0,2567.0
5:05.0, ,109-109,C. Sexton misses 3-pt jump shot from 25 ft,,4,109,109,0,2575.0
5:03.0,Defensive rebound by B. Adebayo,109-109, ,,4,109,109,0,2577.0
4:56.0,Personal foul by C. Sexton (drawn by T. Herro),109-109, ,,4,109,109,0,2584.0
4:56.0,T. Herro makes free throw 1 of 2,110-109, ,,4,110,109,1,2584.0
4:56.0, ,110-109,M. Conley enters the game for C. Sexton,,4,110,109,1,2584.0
4:56.0,T. Herro makes free throw 2 of 2,111-109, ,,4,111,109,2,2584.0
4:38.0, ,111-109,Turnover by K. Olynyk (lost ball; steal by V. Oladipo),,4,111,109,2,2602.0
4:29.0,B. Adebayo makes 2-pt jump shot from 8 ft (assist by M. Strus),113-109, ,,4,113,109,4,2611.0
4:29.0,Shooting foul by K. Olynyk (drawn by B. Adebayo),113-109, ,,4,113,109,4,2611.0
4:29.0,B. Adebayo makes free throw 1 of 1,114-109, ,,4,114,109,5,2611.0
4:16.0, ,114-109,Shooting foul by B. Adebayo (drawn by L. Markkanen),,4,114,109,5,2624.0
4:16.0, ,114-110,L. Markkanen makes free throw 1 of 2,,4,114,110,4,2624.0
4:16.0, ,114-111,L. Markkanen makes free throw 2 of 2,,4,114,111,3,2624.0
4:07.0,Offensive foul by T. Herro (drawn by M. Conley),114-111, ,,4,114,111,3,2633.0
4:07.0,Turnover by T. Herro (offensive foul),114-111, ,,4,114,111,3,2633.0
3:51.0, ,114-111,Turnover by J. Clarkson (traveling),,4,114,111,3,2649.0
3:51.0,Miami full timeout,114-111, ,,4,114,111,3,2649.0
3:31.0,V. Oladipo misses 3-pt jump shot from 23 ft,114-111, ,,4,114,111,3,2669.0
3:30.0,Offensive rebound by Team,114-111, ,,4,114,111,3,2670.0
3:30.0, ,114-111,Loose ball foul by J. Clarkson (drawn by B. Adebayo),,4,114,111,3,2670.0
3:30.0,B. Adebayo makes free throw 1 of 2,115-111, ,,4,115,111,4,2670.0
3:30.0,B. Adebayo makes free throw 2 of 2,116-111, ,,4,116,111,5,2670.0
3:17.0, ,116-111,Turnover by J. Clarkson (lost ball; steal by T. Herro),,4,116,111,5,2683.0
3:03.0,B. Adebayo makes 2-pt jump shot from 15 ft,118-111, ,,4,118,111,7,2697.0
3:02.0, ,118-111,Utah full timeout,,4,118,111,7,2698.0
2:46.0, ,118-111,J. Clarkson misses 2-pt jump shot from 4 ft,,4,118,111,7,2714.0
2:44.0, ,118-111,Offensive rebound by J. Clarkson,,4,118,111,7,2716.0
2:44.0, ,118-113,J. Clarkson makes 2-pt layup at rim,,4,118,113,5,2716.0
2:20.0,T. Herro misses 2-pt jump shot from 17 ft,118-113, ,,4,118,113,5,2740.0
2:17.0, ,118-113,Defensive rebound by L. Markkanen,,4,118,113,5,2743.0
2:12.0, ,118-113,Personal foul by M. Strus (drawn by J. Clarkson),,4,118,113,5,2748.0
2:03.0, ,118-113,K. Olynyk misses 3-pt jump shot from 24 ft,,4,118,113,5,2757.0
1:59.0,Defensive rebound by T. Herro,118-113, ,,4,118,113,5,2761.0
1:50.0,T. Herro misses 3-pt jump shot from 25 ft,118-113, ,,4,118,113,5,2770.0
1:48.0, ,118-113,Defensive rebound by L. Markkanen,,4,118,113,5,2772.0
1:41.0, ,118-113,Shooting foul by B. Adebayo (drawn by L. Markkanen),,4,118,113,5,2779.0
1:41.0, ,118-114,L. Markkanen makes free throw 1 of 2,,4,118,114,4,2779.0
1:41.0, ,118-115,L. Markkanen makes free throw 2 of 2,,4,118,115,3,2779.0
1:22.0,V. Oladipo makes 3-pt jump shot from 26 ft,121-115, ,,4,121,115,6,2798.0
1:09.0, ,121-115,M. Conley misses 3-pt jump shot from 25 ft,,4,121,115,6,2811.0
1:05.0, ,121-115,Offensive rebound by L. Markkanen,,4,121,115,6,2815.0
1:05.0, ,121-115,L. Markkanen misses 2-pt layup at rim,,4,121,115,6,2815.0
1:03.0, ,121-117,L. Markkanen makes 2-pt layup at rim,,4,121,117,4,2817.0
0:55.0,Jump ball: K. Olynyk vs. V. Oladipo (M. Conley gains possession),121-117,,,4,121,117,4,2825.0
0:55.0,Turnover by V. Oladipo (lost ball; steal by K. Olynyk),121-117, ,,4,121,117,4,2825.0
0:49.0, ,121-117,J. Clarkson misses 3-pt jump shot from 26 ft,,4,121,117,4,2831.0
0:45.0,Defensive rebound by V. Oladipo,121-117, ,,4,121,117,4,2835.0
0:32.0,T. Herro misses 3-pt jump shot from 28 ft,121-117, ,,4,121,117,4,2848.0
0:29.0, ,121-117,Defensive rebound by M. Conley,,4,121,117,4,2851.0
0:27.0, ,121-117,Shooting foul by M. Strus (drawn by J. Clarkson),,4,121,117,4,2853.0
0:27.0, ,121-117,J. Clarkson misses free throw 1 of 2,,4,121,117,4,2853.0
0:27.0, ,121-117,Offensive rebound by Team,,4,121,117,4,2853.0
0:27.0,H. Highsmith enters the game for G. Vincent,121-117, ,,4,121,117,4,2853.0
0:27.0, ,121-117,J. Clarkson misses free throw 2 of 2,,4,121,117,4,2853.0
0:22.0,Defensive rebound by T. Herro,121-117, ,,4,121,117,4,2858.0
0:21.0,Miami full timeout,121-117, ,,4,121,117,4,2859.0
0:21.0,G. Vincent enters the game for H. Highsmith,121-117, ,,4,121,117,4,2859.0
0:21.0, ,121-117,C. Sexton enters the game for W. Kessler,,4,121,117,4,2859.0
0:19.0,Personal take foul by L. Markkanen (drawn by B. Adebayo),121-117, ,,4,121,117,4,2861.0
0:19.0,B. Adebayo makes free throw 1 of 2,122-117, ,,4,122,117,5,2861.0
0:19.0,B. Adebayo misses free throw 2 of 2,122-117, ,,4,122,117,5,2861.0
0:16.0, ,122-117,Defensive rebound by J. Clarkson,,4,122,117,5,2864.0
0:14.0, ,122-117,Shooting foul by G. Vincent (drawn by J. Clarkson),,4,122,117,5,2866.0
0:14.0, ,122-118,J. Clarkson makes free throw 1 of 3,,4,122,118,4,2866.0
0:14.0, ,122-119,J. Clarkson makes free throw 2 of 3,,4,122,119,3,2866.0
0:14.0,H. Highsmith enters the game for G. Vincent,122-119, ,,4,122,119,3,2866.0
0:14.0, ,122-120,J. Clarkson makes free throw 3 of 3,,4,122,120,2,2866.0
0:14.0,Miami full timeout,122-120, ,,4,122,120,2,2866.0
0:14.0,G. Vincent enters the game for H. Highsmith,122-120, ,,4,122,120,2,2866.0
0:13.0,Shooting foul by M. Conley (drawn by V. Oladipo),122-120, ,,4,122,120,2,2867.0
0:13.0,V. Oladipo makes free throw 1 of 2,123-120, ,,4,123,120,3,2867.0
0:13.0,V. Oladipo misses free throw 2 of 2,123-120, ,,4,123,120,3,2867.0
0:12.0, ,123-120,Defensive rebound by L. Markkanen,,4,123,120,3,2868.0
0:12.0, ,123-120,Utah full timeout,,4,123,120,3,2868.0
0:12.0,H. Highsmith enters the game for M. Strus,123-120, ,,4,123,120,3,2868.0
0:12.0, ,123-120,M. Beasley enters the game for C. Sexton,,4,123,120,3,2868.0
0:06.0, ,123-120,Shooting foul by H. Highsmith (drawn by L. Markkanen),,4,123,120,3,2874.0
0:06.0, ,123-121,L. Markkanen makes free throw 1 of 3,,4,123,121,2,2874.0
0:06.0, ,123-122,L. Markkanen makes free throw 2 of 3,,4,123,122,1,2874.0
0:06.0,M. Strus enters the game for H. Highsmith,123-122, ,,4,123,122,1,2874.0
0:06.0, ,123-122,C. Sexton enters the game for M. Beasley,,4,123,122,1,2874.0
0:06.0, ,123-123,L. Markkanen makes free throw 3 of 3,Tie,4,123,123,0,2874.0
0:00.0,T. Herro makes 3-pt jump shot from 25 ft,126-123, ,,4,126,123,3,2880.0
0:00.0,Instant Replay (Request: Ruling Stands),126-123, ,,4,126,123,3,2880.0
0:00.0,End of 4th quarter,126-123,,,4,126,123,3,2880.0
