Time,Miami,Score,Milwaukee,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
11:43.0,Jump ball: G. Antetokounmpo vs. T. Bryant (D. Lillard gains possession),52-62,,,3,52,62,-10,1457.0
11:36.0, ,52-64,D. Lillard makes 2-pt layup from 4 ft,,3,52,64,-12,1464.0
11:18.0,K. Lowry misses 3-pt jump shot from 26 ft,52-64, ,,3,52,64,-12,1482.0
11:14.0, ,52-64,Defensive rebound by D. Lillard,,3,52,64,-12,1486.0
11:07.0, ,52-66,K. Middleton makes 2-pt jump shot from 12 ft,,3,52,66,-14,1493.0
11:07.0, ,52-66,Shooting foul by K. Lowry (drawn by K. Middleton),,3,52,66,-14,1493.0
11:07.0, ,52-67,K. Middleton makes free throw 1 of 1,,3,52,67,-15,1493.0
10:57.0,K. Love misses 3-pt jump shot from 26 ft,52-67, ,,3,52,67,-15,1503.0
10:53.0, ,52-67,Defensive rebound by D. Lillard,,3,52,67,-15,1507.0
10:45.0, ,52-67,D. Lillard misses 3-pt jump shot from 24 ft,,3,52,67,-15,1515.0
10:42.0,Defensive rebound by K. Love,52-67, ,,3,52,67,-15,1518.0
10:36.0,K. Lowry makes 2-pt layup from 1 ft,54-67, ,,3,54,67,-13,1524.0
10:22.0, ,54-67,B. Lopez misses 2-pt jump shot from 13 ft,,3,54,67,-13,1538.0
10:19.0,Defensive rebound by T. Herro,54-67, ,,3,54,67,-13,1541.0
10:01.0,T. Bryant makes 2-pt jump shot from 12 ft (assist by K. Lowry),56-67, ,,3,56,67,-11,1559.0
9:46.0, ,56-70,B. Lopez makes 3-pt jump shot from 22 ft (assist by D. Lillard),,3,56,70,-14,1574.0
9:24.0,T. Bryant misses 2-pt layup from 8 ft,56-70, ,,3,56,70,-14,1596.0
9:21.0, ,56-70,Defensive rebound by B. Lopez,,3,56,70,-14,1599.0
9:19.0, ,56-70,Turnover by D. Lillard (bad pass; steal by T. Bryant),,3,56,70,-14,1601.0
9:14.0,Turnover by K. Love (bad pass; steal by D. Lillard),56-70, ,,3,56,70,-14,1606.0
9:12.0, ,56-73,D. Lillard makes 3-pt jump shot from 28 ft (assist by B. Lopez),,3,56,73,-17,1608.0
9:12.0,Miami full timeout,56-73, ,,3,56,73,-17,1608.0
8:55.0,K. Love misses 3-pt jump shot from 27 ft,56-73, ,,3,56,73,-17,1625.0
8:51.0, ,56-73,Defensive rebound by M. Beasley,,3,56,73,-17,1629.0
8:46.0, ,56-73,Turnover by M. Beasley (traveling),,3,56,73,-17,1634.0
8:37.0,J. Butler misses 2-pt jump shot from 16 ft,56-73, ,,3,56,73,-17,1643.0
8:34.0, ,56-73,Defensive rebound by M. Beasley,,3,56,73,-17,1646.0
8:23.0, ,56-75,G. Antetokounmpo makes 2-pt hook shot from 4 ft,,3,56,75,-19,1657.0
8:11.0,Turnover by T. Bryant (lost ball; steal by K. Middleton),56-75, ,,3,56,75,-19,1669.0
8:06.0, ,56-77,M. Beasley makes 2-pt layup from 5 ft (assist by K. Middleton),,3,56,77,-21,1674.0
7:51.0,T. Herro makes 2-pt layup from 2 ft,58-77, ,,3,58,77,-19,1689.0
7:33.0, ,58-77,K. Middleton misses 3-pt jump shot from 28 ft,,3,58,77,-19,1707.0
7:30.0,Defensive rebound by T. Herro,58-77, ,,3,58,77,-19,1710.0
7:28.0,Personal foul by K. Middleton (drawn by J. Butler),58-77, ,,3,58,77,-19,1712.0
7:28.0, ,58-77,P. Connaughton enters the game for K. Middleton,,3,58,77,-19,1712.0
7:22.0,T. Herro misses 2-pt jump shot from 18 ft,58-77, ,,3,58,77,-19,1718.0
7:18.0, ,58-77,Defensive rebound by P. Connaughton,,3,58,77,-19,1722.0
7:10.0, ,58-79,G. Antetokounmpo makes 2-pt dunk from 4 ft (assist by B. Lopez),,3,58,79,-21,1730.0
7:10.0,J. Jaquez enters the game for T. Bryant,58-79, ,,3,58,79,-21,1730.0
7:10.0,O. Robinson enters the game for K. Love,58-79, ,,3,58,79,-21,1730.0
7:10.0, ,58-79,J. Crowder enters the game for G. Antetokounmpo,,3,58,79,-21,1730.0
6:50.0,T. Herro misses 3-pt jump shot from 26 ft,58-79, ,,3,58,79,-21,1750.0
6:46.0, ,58-79,Defensive rebound by Team,,3,58,79,-21,1754.0
6:32.0, ,58-79,Turnover by D. Lillard (bad pass; steal by T. Herro),,3,58,79,-21,1768.0
6:23.0,O. Robinson makes 2-pt jump shot from 9 ft (assist by K. Lowry),60-79, ,,3,60,79,-19,1777.0
6:08.0, ,60-79,M. Beasley misses 2-pt jump shot from 9 ft (block by J. Butler),,3,60,79,-19,1792.0
6:08.0,Defensive rebound by J. Butler,60-79, ,,3,60,79,-19,1792.0
6:03.0,T. Herro makes 3-pt jump shot from 27 ft (assist by J. Butler),63-79, ,,3,63,79,-16,1797.0
6:03.0, ,63-79,Milwaukee full timeout,,3,63,79,-16,1797.0
5:43.0, ,63-81,B. Lopez makes 2-pt layup from 3 ft (assist by J. Crowder),,3,63,81,-18,1817.0
5:31.0, ,63-81,Violation by Team (kicked ball),,3,63,81,-18,1829.0
5:18.0,T. Herro makes 2-pt jump shot from 16 ft,65-81, ,,3,65,81,-16,1842.0
4:54.0, ,65-81,Turnover by P. Connaughton (lost ball; steal by K. Lowry),,3,65,81,-16,1866.0
4:47.0,T. Herro makes 3-pt jump shot from 25 ft (assist by K. Lowry),68-81, ,,3,68,81,-13,1873.0
4:21.0, ,68-83,P. Connaughton makes 2-pt layup from 4 ft,,3,68,83,-15,1899.0
4:13.0,Turnover by K. Lowry (bad pass; steal by B. Lopez),68-83, ,,3,68,83,-15,1907.0
4:08.0, ,68-83,D. Lillard misses 2-pt layup from 4 ft,,3,68,83,-15,1912.0
4:05.0,Defensive rebound by T. Herro,68-83, ,,3,68,83,-15,1915.0
4:00.0,Shooting foul by M. Beasley (drawn by T. Herro),68-83, ,,3,68,83,-15,1920.0
4:00.0,T. Herro misses free throw 1 of 2,68-83, ,,3,68,83,-15,1920.0
4:00.0,Offensive rebound by Team,68-83, ,,3,68,83,-15,1920.0
4:00.0, ,68-83,A. Green enters the game for M. Beasley,,3,68,83,-15,1920.0
4:00.0, ,68-83,B. Portis enters the game for B. Lopez,,3,68,83,-15,1920.0
4:00.0,T. Herro makes free throw 2 of 2,69-83, ,,3,69,83,-14,1920.0
3:42.0, ,69-83,J. Crowder misses 3-pt jump shot from 24 ft,,3,69,83,-14,1938.0
3:39.0,Defensive rebound by T. Herro,69-83, ,,3,69,83,-14,1941.0
3:34.0,J. Jaquez misses 3-pt jump shot from 24 ft,69-83, ,,3,69,83,-14,1946.0
3:34.0,Offensive rebound by O. Robinson,69-83, ,,3,69,83,-14,1946.0
3:34.0,Personal foul by B. Portis (drawn by O. Robinson),69-83, ,,3,69,83,-14,1946.0
3:27.0,Turnover by J. Butler (bad pass),69-83, ,,3,69,83,-14,1953.0
3:19.0, ,69-83,Shooting foul by J. Jaquez (drawn by D. Lillard),,3,69,83,-14,1961.0
3:19.0, ,69-83,D. Lillard misses free throw 1 of 2,,3,69,83,-14,1961.0
3:19.0, ,69-83,Offensive rebound by Team,,3,69,83,-14,1961.0
3:19.0, ,69-83,D. Lillard misses free throw 2 of 2,,3,69,83,-14,1961.0
3:14.0, ,69-83,Offensive rebound by B. Portis,,3,69,83,-14,1966.0
3:05.0, ,69-83,A. Green misses 3-pt jump shot from 24 ft,,3,69,83,-14,1975.0
2:59.0, ,69-83,Offensive rebound by D. Lillard,,3,69,83,-14,1981.0
2:59.0, ,69-85,D. Lillard makes 2-pt layup at rim,,3,69,85,-16,1981.0
2:46.0,J. Butler makes 2-pt jump shot from 13 ft,71-85, ,,3,71,85,-14,1994.0
2:31.0, ,71-85,P. Connaughton misses 3-pt jump shot from 28 ft,,3,71,85,-14,2009.0
2:27.0,Defensive rebound by O. Robinson,71-85, ,,3,71,85,-14,2013.0
2:22.0,T. Herro misses 2-pt layup from 4 ft (block by B. Portis),71-85, ,,3,71,85,-14,2018.0
2:19.0, ,71-85,Defensive rebound by P. Connaughton,,3,71,85,-14,2021.0
1:59.0, ,71-88,J. Crowder makes 3-pt jump shot from 24 ft (assist by B. Portis),,3,71,88,-17,2041.0
1:39.0,J. Jaquez misses 2-pt jump shot from 11 ft,71-88, ,,3,71,88,-17,2061.0
1:36.0, ,71-88,Defensive rebound by J. Crowder,,3,71,88,-17,2064.0
1:32.0, ,71-90,D. Lillard makes 2-pt jump shot from 17 ft,,3,71,90,-19,2068.0
1:32.0, ,71-90,Shooting foul by K. Lowry (drawn by D. Lillard),,3,71,90,-19,2068.0
1:32.0,J. Richardson enters the game for J. Butler,71-90, ,,3,71,90,-19,2068.0
1:32.0,D. Robinson enters the game for K. Lowry,71-90, ,,3,71,90,-19,2068.0
1:32.0, ,71-90,G. Antetokounmpo enters the game for J. Crowder,,3,71,90,-19,2068.0
1:32.0, ,71-91,D. Lillard makes free throw 1 of 1,,3,71,91,-20,2068.0
1:26.0,Personal foul by A. Green (drawn by T. Herro),71-91, ,,3,71,91,-20,2074.0
1:26.0, ,71-91,C. Payne enters the game for D. Lillard,,3,71,91,-20,2074.0
1:15.0,J. Richardson makes 2-pt dunk from 1 ft (assist by O. Robinson),73-91, ,,3,73,91,-18,2085.0
1:00.0, ,73-93,G. Antetokounmpo makes 2-pt layup from 4 ft,,3,73,93,-20,2100.0
0:51.0,J. Richardson misses 3-pt jump shot from 25 ft,73-93, ,,3,73,93,-20,2109.0
0:47.0, ,73-93,Defensive rebound by P. Connaughton,,3,73,93,-20,2113.0
0:26.0, ,73-96,C. Payne makes 3-pt jump shot from 27 ft (assist by P. Connaughton),,3,73,96,-23,2134.0
0:09.0,O. Robinson misses 2-pt hook shot from 3 ft,73-96, ,,3,73,96,-23,2151.0
0:06.0, ,73-96,Defensive rebound by P. Connaughton,,3,73,96,-23,2154.0
0:02.0, ,73-96,Shooting foul by D. Robinson (drawn by G. Antetokounmpo),,3,73,96,-23,2158.0
0:02.0, ,73-96,G. Antetokounmpo misses free throw 1 of 2,,3,73,96,-23,2158.0
0:02.0, ,73-96,Offensive rebound by Team,,3,73,96,-23,2158.0
0:02.0, ,73-97,G. Antetokounmpo makes free throw 2 of 2,,3,73,97,-24,2158.0
0:00.0,End of 3rd quarter,73-97,,,3,73,97,-24,2160.0
12:00.0,Start of 4th quarter,73-97,,,4,73,97,-24,2160.0
11:44.0,O. Robinson makes 3-pt jump shot from 22 ft (assist by J. Jaquez),76-97, ,,4,76,97,-21,2176.0
11:18.0, ,76-99,G. Antetokounmpo makes 2-pt jump shot from 4 ft (assist by A. Green),,4,76,99,-23,2202.0
11:18.0, ,76-99,Shooting foul by O. Robinson (drawn by G. Antetokounmpo),,4,76,99,-23,2202.0
11:18.0, ,76-100,G. Antetokounmpo makes free throw 1 of 1,,4,76,100,-24,2202.0
11:07.0,Personal foul by A. Green (drawn by T. Herro),76-100, ,,4,76,100,-24,2213.0
10:57.0,O. Robinson misses 2-pt layup from 3 ft,76-100, ,,4,76,100,-24,2223.0
10:57.0,Offensive rebound by O. Robinson,76-100, ,,4,76,100,-24,2223.0
10:57.0,Personal foul by B. Portis (drawn by O. Robinson),76-100, ,,4,76,100,-24,2223.0
10:52.0,D. Robinson misses 3-pt jump shot from 26 ft (block by P. Connaughton),76-100, ,,4,76,100,-24,2228.0
10:48.0, ,76-100,Defensive rebound by B. Portis,,4,76,100,-24,2232.0
10:43.0, ,76-100,Turnover by C. Payne (bad pass; steal by J. Jaquez),,4,76,100,-24,2237.0
10:40.0,D. Robinson makes 2-pt layup from 2 ft (assist by J. Richardson),78-100, ,,4,78,100,-22,2240.0
10:40.0, ,78-100,Violation by Team (def goaltending),,4,78,100,-22,2240.0
10:19.0, ,78-103,C. Payne makes 3-pt jump shot from 28 ft,,4,78,103,-25,2261.0
10:07.0,T. Herro makes 2-pt jump shot from 14 ft (assist by J. Richardson),80-103, ,,4,80,103,-23,2273.0
9:51.0, ,80-103,A. Green misses 3-pt jump shot from 24 ft,,4,80,103,-23,2289.0
9:48.0,Defensive rebound by O. Robinson,80-103, ,,4,80,103,-23,2292.0
9:30.0,J. Jaquez makes 3-pt jump shot from 25 ft (assist by T. Herro),83-103, ,,4,83,103,-20,2310.0
9:18.0, ,83-103,Shooting foul by J. Jaquez (drawn by G. Antetokounmpo),,4,83,103,-20,2322.0
9:18.0, ,83-104,G. Antetokounmpo makes free throw 1 of 2,,4,83,104,-21,2322.0
9:18.0, ,83-104,M. Beasley enters the game for P. Connaughton,,4,83,104,-21,2322.0
9:18.0, ,83-105,G. Antetokounmpo makes free throw 2 of 2,,4,83,105,-22,2322.0
9:09.0,Personal foul by M. Beasley (drawn by T. Herro),83-105, ,,4,83,105,-22,2331.0
8:51.0,J. Jaquez makes 2-pt layup from 3 ft (assist by O. Robinson),85-105, ,,4,85,105,-20,2349.0
8:37.0, ,85-105,G. Antetokounmpo misses 2-pt layup from 4 ft,,4,85,105,-20,2363.0
8:31.0, ,85-105,Offensive rebound by B. Portis,,4,85,105,-20,2369.0
8:31.0, ,85-107,B. Portis makes 2-pt layup at rim,,4,85,107,-22,2369.0
8:27.0,O. Robinson makes 2-pt dunk from 1 ft,87-107, ,,4,87,107,-20,2373.0
8:04.0, ,87-107,G. Antetokounmpo misses 3-pt jump shot from 27 ft,,4,87,107,-20,2396.0
8:00.0,Defensive rebound by O. Robinson,87-107, ,,4,87,107,-20,2400.0
7:55.0,T. Herro misses 2-pt jump shot from 18 ft,87-107, ,,4,87,107,-20,2405.0
7:52.0, ,87-107,Defensive rebound by B. Portis,,4,87,107,-20,2408.0
7:42.0, ,87-107,B. Portis misses 3-pt jump shot from 29 ft,,4,87,107,-20,2418.0
7:39.0,Defensive rebound by T. Herro,87-107, ,,4,87,107,-20,2421.0
7:32.0,J. Jaquez makes 3-pt jump shot from 27 ft (assist by D. Robinson),90-107, ,,4,90,107,-17,2428.0
7:23.0, ,90-107,Milwaukee full timeout,,4,90,107,-17,2437.0
7:23.0,N. Jović enters the game for J. Jaquez,90-107, ,,4,90,107,-17,2437.0
7:23.0, ,90-107,J. Crowder enters the game for G. Antetokounmpo,,4,90,107,-17,2437.0
7:23.0, ,90-107,D. Lillard enters the game for C. Payne,,4,90,107,-17,2437.0
7:23.0, ,90-107,B. Lopez enters the game for B. Portis,,4,90,107,-17,2437.0
7:02.0, ,90-107,A. Green misses 3-pt jump shot from 26 ft,,4,90,107,-17,2458.0
6:58.0,Defensive rebound by N. Jović,90-107, ,,4,90,107,-17,2462.0
6:52.0,D. Robinson makes 3-pt jump shot from 25 ft (assist by O. Robinson),93-107, ,,4,93,107,-14,2468.0
6:23.0, ,93-107,D. Lillard misses 3-pt jump shot from 29 ft,,4,93,107,-14,2497.0
6:23.0,Defensive rebound by N. Jović,93-107, ,,4,93,107,-14,2497.0
6:23.0, ,93-107,P. Connaughton enters the game for A. Green,,4,93,107,-14,2497.0
6:08.0,Personal foul by B. Lopez (drawn by D. Robinson),93-107, ,,4,93,107,-14,2512.0
5:55.0,D. Robinson makes 3-pt jump shot from 25 ft (assist by O. Robinson),96-107, ,,4,96,107,-11,2525.0
5:40.0, ,96-109,D. Lillard makes 2-pt layup from 3 ft,,4,96,109,-13,2540.0
5:33.0,Turnover by N. Jović (bad pass; steal by J. Crowder),96-109, ,,4,96,109,-13,2547.0
5:24.0, ,96-109,D. Lillard misses 2-pt layup from 4 ft,,4,96,109,-13,2556.0
5:21.0,Defensive rebound by O. Robinson,96-109, ,,4,96,109,-13,2559.0
5:16.0,J. Richardson makes 2-pt jump shot from 12 ft,98-109, ,,4,98,109,-11,2564.0
4:58.0, ,98-109,B. Lopez misses 3-pt jump shot from 30 ft,,4,98,109,-11,2582.0
4:55.0,Defensive rebound by N. Jović,98-109, ,,4,98,109,-11,2585.0
4:43.0,T. Herro makes 2-pt jump shot from 6 ft (assist by O. Robinson),100-109, ,,4,100,109,-9,2597.0
4:43.0, ,100-109,Milwaukee full timeout,,4,100,109,-9,2597.0
4:43.0, ,100-109,G. Antetokounmpo enters the game for M. Beasley,,4,100,109,-9,2597.0
4:24.0, ,100-109,Shooting foul by J. Richardson (drawn by D. Lillard),,4,100,109,-9,2616.0
4:24.0, ,100-110,D. Lillard makes free throw 1 of 2,,4,100,110,-10,2616.0
4:24.0, ,100-111,D. Lillard makes free throw 2 of 2,,4,100,111,-11,2616.0
4:01.0,Personal foul by G. Antetokounmpo (drawn by N. Jović),100-111, ,,4,100,111,-11,2639.0
4:01.0,N. Jović makes free throw 1 of 2,101-111, ,,4,101,111,-10,2639.0
4:01.0,N. Jović makes free throw 2 of 2,102-111, ,,4,102,111,-9,2639.0
3:47.0, ,102-113,G. Antetokounmpo makes 2-pt dunk from 3 ft,,4,102,113,-11,2653.0
3:33.0,N. Jović makes 3-pt jump shot from 28 ft,105-113, ,,4,105,113,-8,2667.0
3:14.0, ,105-113,Shooting foul by O. Robinson (drawn by G. Antetokounmpo),,4,105,113,-8,2686.0
3:14.0, ,105-113,G. Antetokounmpo misses free throw 1 of 2,,4,105,113,-8,2686.0
3:14.0, ,105-113,Offensive rebound by Team,,4,105,113,-8,2686.0
3:14.0, ,105-113,G. Antetokounmpo misses free throw 2 of 2,,4,105,113,-8,2686.0
3:11.0,Defensive rebound by T. Herro,105-113, ,,4,105,113,-8,2689.0
3:07.0,Miami full timeout,105-113, ,,4,105,113,-8,2693.0
3:07.0, ,105-113,M. Beasley enters the game for P. Connaughton,,4,105,113,-8,2693.0
3:00.0,Turnover by O. Robinson (bad pass; steal by M. Beasley),105-113, ,,4,105,113,-8,2700.0
3:00.0, ,105-113,Personal foul by D. Robinson (drawn by M. Beasley),,4,105,113,-8,2700.0
3:00.0, ,105-113,M. Beasley misses free throw 1 of 2,,4,105,113,-8,2700.0
3:00.0, ,105-113,Offensive rebound by Team,,4,105,113,-8,2700.0
3:00.0, ,105-113,M. Beasley misses free throw 2 of 2,,4,105,113,-8,2700.0
2:58.0, ,105-113,Offensive rebound by J. Crowder,,4,105,113,-8,2702.0
2:56.0, ,105-113,J. Crowder misses 2-pt layup from 4 ft,,4,105,113,-8,2704.0
2:54.0,Defensive rebound by O. Robinson,105-113, ,,4,105,113,-8,2706.0
2:48.0,O. Robinson misses 2-pt hook shot from 15 ft,105-113, ,,4,105,113,-8,2712.0
2:45.0, ,105-113,Defensive rebound by B. Lopez,,4,105,113,-8,2715.0
2:27.0, ,105-113,G. Antetokounmpo misses 2-pt jump shot from 13 ft,,4,105,113,-8,2733.0
2:24.0,Defensive rebound by N. Jović,105-113, ,,4,105,113,-8,2736.0
2:21.0,N. Jović misses 2-pt layup from 7 ft (block by G. Antetokounmpo),105-113, ,,4,105,113,-8,2739.0
2:16.0,Offensive rebound by T. Herro,105-113, ,,4,105,113,-8,2744.0
2:15.0,T. Herro misses 3-pt jump shot from 25 ft,105-113, ,,4,105,113,-8,2745.0
2:12.0, ,105-113,Defensive rebound by G. Antetokounmpo,,4,105,113,-8,2748.0
1:59.0, ,105-113,Personal foul by D. Robinson (drawn by D. Lillard),,4,105,113,-8,2761.0
1:59.0, ,105-114,D. Lillard makes free throw 1 of 2,,4,105,114,-9,2761.0
1:59.0, ,105-115,D. Lillard makes free throw 2 of 2,,4,105,115,-10,2761.0
1:48.0,O. Robinson makes 2-pt layup from 2 ft (assist by T. Herro),107-115, ,,4,107,115,-8,2772.0
1:28.0, ,107-115,M. Beasley misses 3-pt jump shot from 28 ft,,4,107,115,-8,2792.0
1:25.0,Defensive rebound by J. Richardson,107-115, ,,4,107,115,-8,2795.0
1:22.0,D. Robinson makes 2-pt jump shot from 13 ft,109-115, ,,4,109,115,-6,2798.0
1:22.0, ,109-115,Milwaukee full timeout,,4,109,115,-6,2798.0
1:16.0, ,109-117,G. Antetokounmpo makes 2-pt layup from 4 ft,,4,109,117,-8,2804.0
1:16.0, ,109-117,Shooting foul by D. Robinson (drawn by G. Antetokounmpo),,4,109,117,-8,2804.0
1:16.0, ,109-118,G. Antetokounmpo makes free throw 1 of 1,,4,109,118,-9,2804.0
1:08.0,D. Robinson misses 3-pt jump shot from 28 ft,109-118, ,,4,109,118,-9,2812.0
1:03.0, ,109-118,Defensive rebound by G. Antetokounmpo,,4,109,118,-9,2817.0
0:45.0, ,109-120,B. Lopez makes 2-pt layup from 3 ft (assist by G. Antetokounmpo),,4,109,120,-11,2835.0
0:45.0,Miami full timeout,109-120, ,,4,109,120,-11,2835.0
0:37.0,Shooting foul by G. Antetokounmpo (drawn by T. Herro),109-120, ,,4,109,120,-11,2843.0
0:37.0,T. Herro makes free throw 1 of 2,110-120, ,,4,110,120,-10,2843.0
0:37.0,T. Herro makes free throw 2 of 2,111-120, ,,4,111,120,-9,2843.0
0:34.0, ,111-120,Turnover by D. Lillard (step out of bounds),,4,111,120,-9,2846.0
0:28.0,D. Robinson makes 3-pt jump shot from 25 ft (assist by O. Robinson),114-120, ,,4,114,120,-6,2852.0
0:28.0, ,114-120,Milwaukee full timeout,,4,114,120,-6,2852.0
0:28.0, ,114-120,Turnover by  (5 sec),,4,114,120,-6,2852.0
0:18.0,T. Herro misses 3-pt jump shot from 26 ft,114-120, ,,4,114,120,-6,2862.0
0:17.0, ,114-120,Defensive rebound by G. Antetokounmpo,,4,114,120,-6,2863.0
0:17.0, ,114-120,Personal take foul by D. Robinson (drawn by G. Antetokounmpo),,4,114,120,-6,2863.0
0:17.0, ,114-121,G. Antetokounmpo makes free throw 1 of 2,,4,114,121,-7,2863.0
0:17.0, ,114-122,G. Antetokounmpo makes free throw 2 of 2,,4,114,122,-8,2863.0
0:09.0,Turnover by N. Jović (bad pass; steal by M. Beasley),114-122, ,,4,114,122,-8,2871.0
0:00.0,End of 4th quarter,114-122,,,4,114,122,-8,2880.0
