Time,Detroit,Score,Orlando,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime
10:39.0, ,50-61,Defensive rebound by W. Carter,,3,50,61,-11,1521.0
10:18.0, ,50-63,J. Suggs makes 2-pt layup from 2 ft (assist by G. Harris),,3,50,63,-13,1542.0
10:03.0,I. Stewart misses 3-pt jump shot from 24 ft,50-63, ,,3,50,63,-13,1557.0
10:00.0, ,50-63,Defensive rebound by F. Wagner,,3,50,63,-13,1560.0
9:54.0, ,50-63,Shooting foul by A. Thompson (drawn by F. Wagner),,3,50,63,-13,1566.0
9:54.0, ,50-64,F. Wagner makes free throw 1 of 2,,3,50,64,-14,1566.0
9:54.0, ,50-65,F. Wagner makes free throw 2 of 2,,3,50,65,-15,1566.0
9:38.0,J. Ivey misses 2-pt layup from 3 ft,50-65, ,,3,50,65,-15,1582.0
9:36.0, ,50-65,Defensive rebound by W. Carter,,3,50,65,-15,1584.0
9:32.0, ,50-67,P. Banchero makes 2-pt layup from 3 ft,,3,50,67,-17,1588.0
9:32.0,Detroit full timeout,50-67, ,,3,50,67,-17,1588.0
9:12.0,Shooting foul by G. Harris (drawn by A. Thompson),50-67, ,,3,50,67,-17,1608.0
9:12.0,A. Thompson misses free throw 1 of 2,50-67, ,,3,50,67,-17,1608.0
9:12.0,Offensive rebound by Team,50-67, ,,3,50,67,-17,1608.0
9:12.0,A. Thompson makes free throw 2 of 2,51-67, ,,3,51,67,-16,1608.0
8:57.0, ,51-69,P. Banchero makes 2-pt jump shot from 15 ft,,3,51,69,-18,1623.0
8:39.0,J. Ivey misses 3-pt jump shot from 27 ft,51-69, ,,3,51,69,-18,1641.0
8:35.0, ,51-69,Defensive rebound by F. Wagner,,3,51,69,-18,1645.0
8:25.0, ,51-72,G. Harris makes 3-pt jump shot from 26 ft (assist by P. Banchero),,3,51,72,-21,1655.0
8:03.0,A. Thompson misses 3-pt jump shot from 23 ft,51-72, ,,3,51,72,-21,1677.0
7:59.0, ,51-72,Defensive rebound by W. Carter,,3,51,72,-21,1681.0
7:52.0, ,51-74,F. Wagner makes 2-pt layup from 3 ft (assist by P. Banchero),,3,51,74,-23,1688.0
7:36.0,A. Thompson makes 2-pt layup from 3 ft (assist by C. Cunningham),53-74, ,,3,53,74,-21,1704.0
7:18.0, ,53-74,Turnover by J. Suggs (bad pass),,3,53,74,-21,1722.0
7:18.0, ,53-74,Loose ball foul by J. Suggs (drawn by A. Thompson),,3,53,74,-21,1722.0
7:05.0,J. Ivey misses 3-pt jump shot from 26 ft,53-74, ,,3,53,74,-21,1735.0
7:01.0, ,53-74,Defensive rebound by J. Suggs,,3,53,74,-21,1739.0
6:52.0, ,53-77,P. Banchero makes 3-pt jump shot from 26 ft,,3,53,77,-24,1748.0
6:40.0,Turnover by J. Duren (lost ball; steal by J. Suggs),53-77, ,,3,53,77,-24,1760.0
6:37.0, ,53-77,Shooting foul by J. Ivey (drawn by P. Banchero),,3,53,77,-24,1763.0
6:37.0,S. Fontecchio enters the game for J. Ivey,53-77, ,,3,53,77,-24,1763.0
6:37.0, ,53-78,P. Banchero makes free throw 1 of 2,,3,53,78,-25,1763.0
6:37.0, ,53-79,P. Banchero makes free throw 2 of 2,,3,53,79,-26,1763.0
6:24.0,A. Thompson misses 3-pt jump shot from 24 ft,53-79, ,,3,53,79,-26,1776.0
6:20.0, ,53-79,Defensive rebound by P. Banchero,,3,53,79,-26,1780.0
6:09.0, ,53-79,Turnover by F. Wagner (traveling),,3,53,79,-26,1791.0
5:51.0,Shooting foul by F. Wagner (drawn by A. Thompson),53-79, ,,3,53,79,-26,1809.0
5:51.0,A. Thompson makes free throw 1 of 2,54-79, ,,3,54,79,-25,1809.0
5:51.0,A. Thompson makes free throw 2 of 2,55-79, ,,3,55,79,-24,1809.0
5:36.0, ,55-79,W. Carter misses 3-pt jump shot from 25 ft,,3,55,79,-24,1824.0
5:34.0,Defensive rebound by A. Thompson,55-79, ,,3,55,79,-24,1826.0
5:18.0,S. Fontecchio misses 2-pt jump shot from 12 ft,55-79, ,,3,55,79,-24,1842.0
5:15.0, ,55-79,Defensive rebound by J. Suggs,,3,55,79,-24,1845.0
5:09.0, ,55-79,Turnover by J. Suggs (bad pass; steal by A. Thompson),,3,55,79,-24,1851.0
5:05.0,Shooting foul by J. Suggs (drawn by I. Stewart),55-79, ,,3,55,79,-24,1855.0
5:05.0,I. Stewart misses free throw 1 of 2,55-79, ,,3,55,79,-24,1855.0
5:05.0,Offensive rebound by Team,55-79, ,,3,55,79,-24,1855.0
5:05.0,M. Sasser enters the game for C. Cunningham,55-79, ,,3,55,79,-24,1855.0
5:05.0, ,55-79,J. Ingles enters the game for F. Wagner,,3,55,79,-24,1855.0
5:05.0,I. Stewart makes free throw 2 of 2,56-79, ,,3,56,79,-23,1855.0
4:41.0, ,56-79,J. Suggs misses 2-pt layup from 3 ft,,3,56,79,-23,1879.0
4:39.0,Defensive rebound by M. Sasser,56-79, ,,3,56,79,-23,1881.0
4:32.0,A. Thompson misses 3-pt jump shot from 23 ft,56-79, ,,3,56,79,-23,1888.0
4:27.0, ,56-79,Defensive rebound by G. Harris,,3,56,79,-23,1893.0
4:16.0, ,56-79,Turnover by J. Ingles (bad pass; steal by J. Duren),,3,56,79,-23,1904.0
4:11.0,Turnover by A. Thompson (bad pass; steal by J. Ingles),56-79, ,,3,56,79,-23,1909.0
4:06.0, ,56-81,P. Banchero makes 2-pt dunk from 2 ft (assist by J. Ingles),,3,56,81,-25,1914.0
3:50.0,Turnover by J. Duren (out of bounds lost ball),56-81, ,,3,56,81,-25,1930.0
3:50.0,E. Fournier enters the game for I. Stewart,56-81, ,,3,56,81,-25,1930.0
3:26.0, ,56-81,Shooting foul by J. Duren (drawn by W. Carter),,3,56,81,-25,1954.0
3:26.0, ,56-82,W. Carter makes free throw 1 of 2,,3,56,82,-26,1954.0
3:26.0,J. Wiseman enters the game for J. Duren,56-82, ,,3,56,82,-26,1954.0
3:26.0, ,56-83,W. Carter makes free throw 2 of 2,,3,56,83,-27,1954.0
3:14.0,M. Sasser misses 3-pt jump shot from 26 ft,56-83, ,,3,56,83,-27,1966.0
3:12.0,Offensive rebound by Team,56-83, ,,3,56,83,-27,1968.0
3:06.0,A. Thompson misses 2-pt jump shot from 11 ft,56-83, ,,3,56,83,-27,1974.0
3:01.0, ,56-83,Defensive rebound by P. Banchero,,3,56,83,-27,1979.0
2:57.0, ,56-83,Turnover by P. Banchero (lost ball; steal by A. Thompson),,3,56,83,-27,1983.0
2:50.0,J. Wiseman makes 2-pt layup from 3 ft,58-83, ,,3,58,83,-25,1990.0
2:44.0, ,58-83,Orlando full timeout,,3,58,83,-25,1996.0
2:44.0, ,58-83,C. Anthony enters the game for P. Banchero,,3,58,83,-25,1996.0
2:44.0, ,58-83,M. Fultz enters the game for W. Carter,,3,58,83,-25,1996.0
2:44.0, ,58-83,J. Isaac enters the game for G. Harris,,3,58,83,-25,1996.0
2:44.0, ,58-83,M. Wagner enters the game for J. Suggs,,3,58,83,-25,1996.0
2:44.0, ,58-83,Turnover by M. Wagner (inbound),,3,58,83,-25,1996.0
2:39.0,E. Fournier misses 3-pt jump shot from 26 ft,58-83, ,,3,58,83,-25,2001.0
2:37.0, ,58-83,Defensive rebound by C. Anthony,,3,58,83,-25,2003.0
2:35.0, ,58-83,Turnover by C. Anthony (lost ball; steal by A. Thompson),,3,58,83,-25,2005.0
2:33.0,S. Fontecchio makes 3-pt jump shot from 27 ft (assist by M. Sasser),61-83, ,,3,61,83,-22,2007.0
2:08.0, ,61-83,Turnover by J. Ingles (bad pass; steal by E. Fournier),,3,61,83,-22,2032.0
2:06.0,M. Sasser misses 2-pt jump shot from 23 ft,61-83, ,,3,61,83,-22,2034.0
2:03.0, ,61-83,Defensive rebound by C. Anthony,,3,61,83,-22,2037.0
1:45.0, ,61-85,J. Isaac makes 2-pt dunk at rim (assist by J. Ingles),,3,61,85,-24,2055.0
1:21.0,E. Fournier makes 3-pt jump shot from 26 ft,64-85, ,,3,64,85,-21,2079.0
0:59.0, ,64-87,M. Fultz makes 2-pt layup from 2 ft (assist by M. Wagner),,3,64,87,-23,2101.0
0:46.0,J. Wiseman makes 2-pt jump shot from 17 ft,66-87, ,,3,66,87,-21,2114.0
0:35.0, ,66-87,J. Ingles misses 2-pt layup from 3 ft,,3,66,87,-21,2125.0
0:34.0, ,66-87,Offensive rebound by M. Wagner,,3,66,87,-21,2126.0
0:34.0, ,66-89,M. Wagner makes 2-pt layup at rim,,3,66,89,-23,2126.0
0:21.0,E. Fournier makes 2-pt layup from 3 ft,68-89, ,,3,68,89,-21,2139.0
0:04.0, ,68-89,Turnover by C. Anthony (bad pass; steal by M. Sasser),,3,68,89,-21,2156.0
0:01.0,S. Fontecchio makes 2-pt layup from 4 ft (assist by E. Fournier),70-89, ,,3,70,89,-19,2159.0
0:01.0,Shooting foul by J. Ingles (drawn by S. Fontecchio),70-89, ,,3,70,89,-19,2159.0
0:01.0,S. Fontecchio makes free throw 1 of 1,71-89, ,,3,71,89,-18,2159.0
0:00.0, ,71-89,C. Anthony misses 3-pt jump shot from 52 ft,,3,71,89,-18,2160.0
0:00.0, ,71-89,Offensive rebound by Team,,3,71,89,-18,2160.0
0:00.0,End of 3rd quarter,71-89,,,3,71,89,-18,2160.0
12:00.0,Start of 4th quarter,71-89,,,4,71,89,-18,2160.0
11:46.0, ,71-89,Turnover by M. Fultz (bad pass; steal by J. Wiseman),,4,71,89,-18,2174.0
11:39.0,E. Fournier makes 3-pt jump shot from 26 ft (assist by S. Fontecchio),74-89, ,,4,74,89,-15,2181.0
11:10.0, ,74-89,J. Ingles misses 3-pt jump shot from 22 ft,,4,74,89,-15,2210.0
11:07.0,Defensive rebound by M. Sasser,74-89, ,,4,74,89,-15,2213.0
11:00.0,Turnover by M. Sasser (bad pass; steal by M. Wagner),74-89, ,,4,74,89,-15,2220.0
11:00.0, ,74-89,Personal foul by E. Fournier (drawn by M. Fultz),,4,74,89,-15,2220.0
10:45.0, ,74-89,J. Isaac misses 2-pt layup from 3 ft,,4,74,89,-15,2235.0
10:42.0,Defensive rebound by J. Wiseman,74-89, ,,4,74,89,-15,2238.0
10:36.0,J. Wiseman makes 2-pt dunk from 1 ft (assist by E. Fournier),76-89, ,,4,76,89,-13,2244.0
10:36.0,Shooting foul by M. Wagner (drawn by J. Wiseman),76-89, ,,4,76,89,-13,2244.0
10:36.0,J. Wiseman misses free throw 1 of 1,76-89, ,,4,76,89,-13,2244.0
10:34.0, ,76-89,Defensive rebound by J. Isaac,,4,76,89,-13,2246.0
10:12.0, ,76-91,M. Fultz makes 2-pt layup from 3 ft (assist by M. Wagner),,4,76,91,-15,2268.0
9:51.0,E. Fournier misses 3-pt jump shot from 26 ft,76-91, ,,4,76,91,-15,2289.0
9:48.0, ,76-91,Defensive rebound by C. Anthony,,4,76,91,-15,2292.0
9:34.0, ,76-93,M. Wagner makes 2-pt layup from 2 ft (assist by C. Anthony),,4,76,93,-17,2306.0
9:25.0,Shooting foul by C. Anthony (drawn by E. Fournier),76-93, ,,4,76,93,-17,2315.0
9:25.0,E. Fournier makes free throw 1 of 2,77-93, ,,4,77,93,-16,2315.0
9:25.0,E. Fournier makes free throw 2 of 2,78-93, ,,4,78,93,-15,2315.0
9:14.0, ,78-93,C. Anthony misses 2-pt jump shot from 12 ft,,4,78,93,-15,2326.0
9:10.0,Defensive rebound by S. Fontecchio,78-93, ,,4,78,93,-15,2330.0
9:07.0,J. Wiseman makes 2-pt dunk from 2 ft (assist by E. Fournier),80-93, ,,4,80,93,-13,2333.0
9:07.0, ,80-93,Orlando full timeout,,4,80,93,-13,2333.0
9:07.0, ,80-93,P. Banchero enters the game for C. Anthony,,4,80,93,-13,2333.0
9:07.0, ,80-93,W. Carter enters the game for M. Fultz,,4,80,93,-13,2333.0
9:07.0, ,80-93,G. Harris enters the game for J. Ingles,,4,80,93,-13,2333.0
9:07.0, ,80-93,J. Suggs enters the game for J. Isaac,,4,80,93,-13,2333.0
9:07.0, ,80-93,F. Wagner enters the game for M. Wagner,,4,80,93,-13,2333.0
8:50.0, ,80-95,G. Harris makes 2-pt layup from 3 ft (assist by P. Banchero),,4,80,95,-15,2350.0
8:39.0,Turnover by M. Sasser (bad pass; steal by G. Harris),80-95, ,,4,80,95,-15,2361.0
8:36.0, ,80-95,Turnover by F. Wagner (bad pass; steal by S. Fontecchio),,4,80,95,-15,2364.0
8:34.0,Turnover by S. Fontecchio (bad pass; steal by W. Carter),80-95, ,,4,80,95,-15,2366.0
8:30.0, ,80-97,W. Carter makes 2-pt dunk from 3 ft,,4,80,97,-17,2370.0
8:13.0,S. Fontecchio misses 2-pt hook shot from 3 ft,80-97, ,,4,80,97,-17,2387.0
8:09.0, ,80-97,Defensive rebound by F. Wagner,,4,80,97,-17,2391.0
8:00.0, ,80-99,F. Wagner makes 2-pt layup from 2 ft,,4,80,99,-19,2400.0
8:00.0, ,80-99,Shooting foul by J. Wiseman (drawn by F. Wagner),,4,80,99,-19,2400.0
8:00.0, ,80-99,F. Wagner misses free throw 1 of 1,,4,80,99,-19,2400.0
7:56.0, ,80-99,Offensive rebound by W. Carter,,4,80,99,-19,2404.0
7:46.0, ,80-102,J. Suggs makes 3-pt jump shot from 25 ft (assist by G. Harris),,4,80,102,-22,2414.0
7:45.0,Detroit full timeout,80-102, ,,4,80,102,-22,2415.0
7:28.0,S. Fontecchio misses 3-pt jump shot from 24 ft,80-102, ,,4,80,102,-22,2432.0
7:24.0, ,80-102,Defensive rebound by G. Harris,,4,80,102,-22,2436.0
7:09.0, ,80-102,F. Wagner misses 2-pt jump shot from 8 ft,,4,80,102,-22,2451.0
7:06.0,Defensive rebound by M. Sasser,80-102, ,,4,80,102,-22,2454.0
7:01.0,E. Fournier makes 2-pt jump shot from 10 ft (assist by M. Sasser),82-102, ,,4,82,102,-20,2459.0
6:46.0, ,82-102,G. Harris misses 3-pt jump shot from 26 ft,,4,82,102,-20,2474.0
6:43.0,Defensive rebound by J. Wiseman,82-102, ,,4,82,102,-20,2477.0
6:33.0,E. Fournier misses 3-pt jump shot from 25 ft,82-102, ,,4,82,102,-20,2487.0
6:30.0, ,82-102,Defensive rebound by P. Banchero,,4,82,102,-20,2490.0
6:29.0, ,82-102,Personal foul by E. Fournier (drawn by F. Wagner),,4,82,102,-20,2491.0
6:29.0,A. Thompson enters the game for T. Brown,82-102, ,,4,82,102,-20,2491.0
6:23.0, ,82-102,Turnover by P. Banchero (bad pass),,4,82,102,-20,2497.0
6:05.0,J. Wiseman misses 2-pt jump shot from 9 ft,82-102, ,,4,82,102,-20,2515.0
6:02.0, ,82-102,Defensive rebound by F. Wagner,,4,82,102,-20,2518.0
5:58.0, ,82-102,Turnover by F. Wagner (lost ball; steal by S. Fontecchio),,4,82,102,-20,2522.0
5:53.0,S. Fontecchio makes 2-pt layup from 2 ft (assist by E. Fournier),84-102, ,,4,84,102,-18,2527.0
5:31.0, ,84-104,F. Wagner makes 2-pt layup from 2 ft (assist by J. Suggs),,4,84,104,-20,2549.0
5:24.0,Shooting foul by F. Wagner (drawn by S. Fontecchio),84-104, ,,4,84,104,-20,2556.0
5:24.0,S. Fontecchio makes free throw 1 of 2,85-104, ,,4,85,104,-19,2556.0
5:24.0,S. Fontecchio makes free throw 2 of 2,86-104, ,,4,86,104,-18,2556.0
4:58.0, ,86-104,P. Banchero misses 3-pt jump shot from 25 ft,,4,86,104,-18,2582.0
4:55.0,Defensive rebound by A. Thompson,86-104, ,,4,86,104,-18,2585.0
4:44.0,A. Thompson misses 3-pt jump shot from 23 ft,86-104, ,,4,86,104,-18,2596.0
4:40.0, ,86-104,Defensive rebound by J. Suggs,,4,86,104,-18,2600.0
4:30.0, ,86-104,P. Banchero misses 3-pt jump shot from 23 ft,,4,86,104,-18,2610.0
4:26.0,Defensive rebound by S. Fontecchio,86-104, ,,4,86,104,-18,2614.0
4:23.0,A. Thompson misses 2-pt layup from 3 ft,86-104, ,,4,86,104,-18,2617.0
4:22.0, ,86-104,Defensive rebound by Team,,4,86,104,-18,2618.0
4:12.0, ,86-104,J. Suggs misses 3-pt jump shot from 25 ft,,4,86,104,-18,2628.0
4:08.0, ,86-104,Offensive rebound by P. Banchero,,4,86,104,-18,2632.0
4:01.0, ,86-106,P. Banchero makes 2-pt layup from 2 ft,,4,86,106,-20,2639.0
3:43.0,Personal foul by F. Wagner (drawn by J. Wiseman),86-106, ,,4,86,106,-20,2657.0
3:43.0, ,86-106,Technical foul by F. Wagner,,4,86,106,-20,2657.0
3:43.0,M. Sasser makes technical free throw,87-106, ,,4,87,106,-19,2657.0
3:32.0,Turnover by A. Thompson (bad pass; steal by G. Harris),87-106, ,,4,87,106,-19,2668.0
3:28.0, ,87-108,J. Suggs makes 2-pt dunk from 1 ft (assist by W. Carter),,4,87,108,-21,2672.0
3:21.0,E. Fournier misses 3-pt jump shot from 25 ft,87-108, ,,4,87,108,-21,2679.0
3:21.0, ,87-108,Defensive rebound by P. Banchero,,4,87,108,-21,2679.0
3:13.0, ,87-108,Orlando full timeout,,4,87,108,-21,2687.0
3:13.0, ,87-108,G. Bitadze enters the game for P. Banchero,,4,87,108,-21,2687.0
3:13.0, ,87-108,A. Black enters the game for W. Carter,,4,87,108,-21,2687.0
3:13.0, ,87-108,C. Houstan enters the game for G. Harris,,4,87,108,-21,2687.0
3:13.0, ,87-108,C. Okeke enters the game for J. Suggs,,4,87,108,-21,2687.0
3:13.0, ,87-108,A. Schofield enters the game for F. Wagner,,4,87,108,-21,2687.0
3:03.0, ,87-108,C. Okeke misses 3-pt jump shot from 25 ft,,4,87,108,-21,2697.0
3:00.0, ,87-108,Offensive rebound by A. Schofield,,4,87,108,-21,2700.0
2:57.0, ,87-108,Shooting foul by J. Wiseman (drawn by G. Bitadze),,4,87,108,-21,2703.0
2:57.0, ,87-108,G. Bitadze misses free throw 1 of 2,,4,87,108,-21,2703.0
2:57.0, ,87-108,Offensive rebound by Team,,4,87,108,-21,2703.0
2:57.0, ,87-109,G. Bitadze makes free throw 2 of 2,,4,87,109,-22,2703.0
2:42.0,Turnover by J. Wiseman (bad pass; steal by G. Bitadze),87-109, ,,4,87,109,-22,2718.0
2:26.0, ,87-109,A. Black misses 2-pt jump shot from 15 ft,,4,87,109,-22,2734.0
2:23.0,Defensive rebound by J. Wiseman,87-109, ,,4,87,109,-22,2737.0
2:13.0,M. Sasser misses 3-pt jump shot from 25 ft,87-109, ,,4,87,109,-22,2747.0
2:08.0, ,87-109,Defensive rebound by A. Black,,4,87,109,-22,2752.0
1:53.0, ,87-109,Turnover by G. Bitadze (bad pass; steal by M. Sasser),,4,87,109,-22,2767.0
1:44.0,M. Sasser makes 2-pt jump shot from 14 ft (assist by S. Fontecchio),89-109, ,,4,89,109,-20,2776.0
1:27.0, ,89-112,A. Black makes 3-pt jump shot from 25 ft (assist by G. Bitadze),,4,89,112,-23,2793.0
1:18.0,S. Fontecchio misses 3-pt jump shot from 25 ft,89-112, ,,4,89,112,-23,2802.0
1:17.0,Offensive rebound by Team,89-112, ,,4,89,112,-23,2803.0
1:05.0,M. Sasser misses 3-pt jump shot from 25 ft,89-112, ,,4,89,112,-23,2815.0
1:01.0, ,89-112,Defensive rebound by C. Houstan,,4,89,112,-23,2819.0
0:53.0, ,89-112,Personal foul by S. Fontecchio (drawn by G. Bitadze),,4,89,112,-23,2827.0
0:53.0, ,89-113,G. Bitadze makes free throw 1 of 2,,4,89,113,-24,2827.0
0:53.0, ,89-113,G. Bitadze misses free throw 2 of 2,,4,89,113,-24,2827.0
0:49.0,Defensive rebound by S. Fontecchio,89-113, ,,4,89,113,-24,2831.0
0:40.0,S. Fontecchio makes 2-pt dunk from 1 ft (assist by M. Sasser),91-113, ,,4,91,113,-22,2840.0
0:15.0, ,91-113,Turnover by Team (shot clock),,4,91,113,-22,2865.0
0:00.0,End of 4th quarter,91-113,,,4,91,113,-22,2880.0
