Time,Miami,Score,Philadelphia,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
0:34.0, ,60-60,Turnover by T. Maxey (bad pass; steal by H. Highsmith),,2,60,60,0,1406.0
0:28.0,J. Cain misses 2-pt dunk from 2 ft,60-60, ,,2,60,60,0,1412.0
0:24.0,Offensive rebound by T. Herro,60-60, ,,2,60,60,0,1416.0
0:23.0,T. Herro misses 2-pt layup from 6 ft,60-60, ,,2,60,60,0,1417.0
0:21.0, ,60-60,Defensive rebound by P. Reed,,2,60,60,0,1419.0
0:01.0, ,60-62,T. Maxey makes 2-pt jump shot from 10 ft (assist by B. Hield),,2,60,62,-2,1439.0
0:00.0,End of 2nd quarter,60-62,,,2,60,62,-2,1440.0
12:00.0,Start of 3rd quarter,60-62,,,3,60,62,-2,1440.0
11:42.0, ,60-62,Turnover by K. Martin (bad pass; steal by B. Adebayo),,3,60,62,-2,1458.0
11:37.0,B. Adebayo misses 2-pt layup from 2 ft,60-62, ,,3,60,62,-2,1463.0
11:34.0, ,60-62,Defensive rebound by K. Martin,,3,60,62,-2,1466.0
11:29.0, ,60-64,K. Oubre makes 2-pt layup from 1 ft (assist by B. Hield),,3,60,64,-4,1471.0
11:08.0,B. Adebayo misses 2-pt jump shot from 7 ft,60-64, ,,3,60,64,-4,1492.0
11:06.0, ,60-64,Defensive rebound by K. Martin,,3,60,64,-4,1494.0
10:52.0, ,60-64,K. Oubre misses 3-pt jump shot from 24 ft,,3,60,64,-4,1508.0
10:49.0,Defensive rebound by D. Robinson,60-64, ,,3,60,64,-4,1511.0
10:41.0,C. Martin misses 3-pt jump shot from 23 ft,60-64, ,,3,60,64,-4,1519.0
10:38.0, ,60-64,Defensive rebound by T. Maxey,,3,60,64,-4,1522.0
10:25.0, ,60-66,T. Maxey makes 2-pt layup from 2 ft,,3,60,66,-6,1535.0
10:25.0, ,60-66,Shooting foul by B. Adebayo (drawn by T. Maxey),,3,60,66,-6,1535.0
10:25.0, ,60-67,T. Maxey makes free throw 1 of 1,,3,60,67,-7,1535.0
10:18.0,Personal foul by K. Oubre (drawn by N. Jović),60-67, ,,3,60,67,-7,1542.0
10:02.0,D. Robinson makes 3-pt jump shot from 27 ft (assist by C. Martin),63-67, ,,3,63,67,-4,1558.0
9:40.0, ,63-67,K. Oubre misses 2-pt layup from 5 ft,,3,63,67,-4,1580.0
9:38.0,Defensive rebound by N. Jović,63-67, ,,3,63,67,-4,1582.0
9:23.0,T. Herro misses 3-pt jump shot from 26 ft,63-67, ,,3,63,67,-4,1597.0
9:20.0, ,63-67,Defensive rebound by T. Maxey,,3,63,67,-4,1600.0
9:13.0, ,63-67,T. Maxey misses 3-pt jump shot from 26 ft,,3,63,67,-4,1607.0
9:10.0,Defensive rebound by N. Jović,63-67, ,,3,63,67,-4,1610.0
8:59.0,B. Adebayo makes 2-pt dunk from 2 ft (assist by N. Jović),65-67, ,,3,65,67,-2,1621.0
8:59.0,Shooting foul by K. Oubre (drawn by B. Adebayo),65-67, ,,3,65,67,-2,1621.0
8:59.0, ,65-67,C. Payne enters the game for T. Maxey,,3,65,67,-2,1621.0
8:59.0,B. Adebayo makes free throw 1 of 1,66-67, ,,3,66,67,-1,1621.0
8:44.0, ,66-69,C. Payne makes 2-pt jump shot from 7 ft,,3,66,69,-3,1636.0
8:26.0,C. Martin misses 3-pt jump shot from 27 ft,66-69, ,,3,66,69,-3,1654.0
8:23.0,Offensive rebound by B. Adebayo,66-69, ,,3,66,69,-3,1657.0
8:17.0,Shooting foul by P. Reed (drawn by B. Adebayo),66-69, ,,3,66,69,-3,1663.0
8:17.0,B. Adebayo makes free throw 1 of 2,67-69, ,,3,67,69,-2,1663.0
8:17.0, ,67-69,R. Council enters the game for K. Oubre,,3,67,69,-2,1663.0
8:17.0,B. Adebayo makes free throw 2 of 2,68-69, ,,3,68,69,-1,1663.0
7:52.0, ,68-69,B. Hield misses 2-pt jump shot from 9 ft,,3,68,69,-1,1688.0
7:50.0,Defensive rebound by B. Adebayo,68-69, ,,3,68,69,-1,1690.0
7:38.0,T. Herro misses 3-pt jump shot from 26 ft,68-69, ,,3,68,69,-1,1702.0
7:35.0, ,68-69,Defensive rebound by K. Martin,,3,68,69,-1,1705.0
7:23.0, ,68-69,R. Council misses 3-pt jump shot from 26 ft,,3,68,69,-1,1717.0
7:20.0, ,68-69,Offensive rebound by C. Payne,,3,68,69,-1,1720.0
7:19.0, ,68-69,C. Payne misses 3-pt jump shot from 26 ft,,3,68,69,-1,1721.0
7:18.0, ,68-69,Offensive rebound by Team,,3,68,69,-1,1722.0
7:18.0,Loose ball foul by N. Jović (drawn by R. Council),68-69, ,,3,68,69,-1,1722.0
7:18.0,H. Highsmith enters the game for N. Jović,68-69, ,,3,68,69,-1,1722.0
7:09.0, ,68-71,P. Reed makes 2-pt jump shot from 14 ft (assist by B. Hield),,3,68,71,-3,1731.0
6:58.0,Offensive foul by T. Herro (drawn by C. Payne),68-71, ,,3,68,71,-3,1742.0
6:58.0,Turnover by T. Herro (offensive foul),68-71, ,,3,68,71,-3,1742.0
6:58.0, ,68-71,Philadelphia full timeout,,3,68,71,-3,1742.0
6:58.0, ,68-71,T. Smith enters the game for K. Martin,,3,68,71,-3,1742.0
6:42.0, ,68-73,P. Reed makes 2-pt layup from 3 ft (assist by R. Council),,3,68,73,-5,1758.0
6:25.0,Personal foul by B. Hield (drawn by C. Martin),68-73, ,,3,68,73,-5,1775.0
6:14.0,C. Martin misses 3-pt jump shot from 23 ft,68-73, ,,3,68,73,-5,1786.0
6:07.0, ,68-73,Defensive rebound by P. Reed,,3,68,73,-5,1793.0
5:59.0, ,68-73,C. Payne misses 2-pt jump shot from 21 ft,,3,68,73,-5,1801.0
5:58.0,Defensive rebound by Team,68-73, ,,3,68,73,-5,1802.0
5:44.0,C. Martin misses 3-pt jump shot from 25 ft,68-73, ,,3,68,73,-5,1816.0
5:41.0, ,68-73,Defensive rebound by R. Council,,3,68,73,-5,1819.0
5:33.0, ,68-73,Turnover by B. Hield (bad pass; steal by B. Adebayo),,3,68,73,-5,1827.0
5:25.0,Turnover by D. Robinson (bad pass; steal by B. Hield),68-73, ,,3,68,73,-5,1835.0
5:05.0, ,68-73,C. Payne misses 3-pt jump shot from 27 ft,,3,68,73,-5,1855.0
5:02.0,Defensive rebound by T. Herro,68-73, ,,3,68,73,-5,1858.0
4:58.0,D. Robinson makes 2-pt layup from 1 ft (assist by T. Herro),70-73, ,,3,70,73,-3,1862.0
4:50.0, ,70-75,P. Reed makes 2-pt layup from 2 ft (assist by C. Payne),,3,70,75,-5,1870.0
4:31.0,B. Adebayo makes 2-pt layup from 2 ft (assist by H. Highsmith),72-75, ,,3,72,75,-3,1889.0
4:16.0, ,72-75,T. Smith misses 3-pt jump shot from 28 ft,,3,72,75,-3,1904.0
4:12.0,Defensive rebound by B. Adebayo,72-75, ,,3,72,75,-3,1908.0
4:08.0,Turnover by B. Adebayo (bad pass),72-75, ,,3,72,75,-3,1912.0
4:08.0,J. Jaquez enters the game for B. Adebayo,72-75, ,,3,72,75,-3,1912.0
4:08.0,K. Love enters the game for T. Herro,72-75, ,,3,72,75,-3,1912.0
4:08.0, ,72-75,T. Maxey enters the game for T. Smith,,3,72,75,-3,1912.0
3:50.0, ,72-75,R. Council misses 2-pt jump shot from 10 ft,,3,72,75,-3,1930.0
3:47.0,Defensive rebound by J. Jaquez,72-75, ,,3,72,75,-3,1933.0
3:40.0,D. Robinson makes 3-pt jump shot from 23 ft (assist by J. Jaquez),75-75, ,Tie,3,75,75,0,1940.0
3:21.0, ,75-75,P. Reed misses 2-pt jump shot from 11 ft,,3,75,75,0,1959.0
3:19.0,Defensive rebound by J. Jaquez,75-75, ,,3,75,75,0,1961.0
3:10.0,J. Jaquez misses 2-pt layup from 3 ft,75-75, ,,3,75,75,0,1970.0
3:10.0,Offensive rebound by J. Jaquez,75-75, ,,3,75,75,0,1970.0
3:10.0,J. Jaquez makes 2-pt layup from 3 ft,77-75, ,Lead change,3,77,75,2,1970.0
3:10.0, ,77-75,Violation by Team (def goaltending),,3,77,75,2,1970.0
3:03.0, ,77-75,C. Payne misses 3-pt jump shot from 26 ft,,3,77,75,2,1977.0
3:00.0,Defensive rebound by K. Love,77-75, ,,3,77,75,2,1980.0
2:52.0,C. Martin makes 2-pt layup from 3 ft (assist by D. Robinson),79-75, ,,3,79,75,4,1988.0
2:26.0, ,79-77,R. Council makes 2-pt layup from 2 ft (assist by B. Hield),,3,79,77,2,2014.0
2:16.0,Miami full timeout,79-77, ,,3,79,77,2,2024.0
2:16.0, ,79-77,M. Bamba enters the game for B. Hield,,3,79,77,2,2024.0
2:16.0, ,79-77,K. Martin enters the game for P. Reed,,3,79,77,2,2024.0
2:09.0,J. Jaquez misses 2-pt jump shot from 10 ft,79-77, ,,3,79,77,2,2031.0
2:05.0, ,79-77,Defensive rebound by M. Bamba,,3,79,77,2,2035.0
1:47.0, ,79-80,R. Council makes 3-pt jump shot from 26 ft (assist by T. Maxey),Lead change,3,79,80,-1,2053.0
1:32.0,H. Highsmith misses 3-pt jump shot from 23 ft,79-80, ,,3,79,80,-1,2068.0
1:29.0, ,79-80,Defensive rebound by C. Payne,,3,79,80,-1,2071.0
1:22.0, ,79-82,T. Maxey makes 2-pt layup from 2 ft (assist by R. Council),,3,79,82,-3,2078.0
0:56.0,C. Martin makes 2-pt jump shot from 16 ft (assist by D. Robinson),81-82, ,,3,81,82,-1,2104.0
0:41.0, ,81-82,Offensive foul by M. Bamba (drawn by K. Love),,3,81,82,-1,2119.0
0:41.0, ,81-82,Turnover by M. Bamba (offensive foul),,3,81,82,-1,2119.0
0:41.0,B. Adebayo enters the game for C. Martin,81-82, ,,3,81,82,-1,2119.0
0:27.0,J. Jaquez misses 2-pt jump shot from 4 ft,81-82, ,,3,81,82,-1,2133.0
0:26.0,Offensive rebound by K. Love,81-82, ,,3,81,82,-1,2134.0
0:26.0,K. Love makes 2-pt layup at rim,83-82, ,Lead change,3,83,82,1,2134.0
0:05.0, ,83-82,R. Council misses 3-pt jump shot from 26 ft,,3,83,82,1,2155.0
0:01.0,Defensive rebound by J. Jaquez,83-82, ,,3,83,82,1,2159.0
0:00.0,Turnover by J. Jaquez (traveling),83-82, ,,3,83,82,1,2160.0
0:00.0,End of 3rd quarter,83-82,,,3,83,82,1,2160.0
12:00.0,Start of 4th quarter,83-82,,,4,83,82,1,2160.0
11:41.0,H. Highsmith misses 3-pt jump shot from 26 ft,83-82, ,,4,83,82,1,2179.0
11:37.0, ,83-82,Defensive rebound by M. Bamba,,4,83,82,1,2183.0
11:21.0, ,83-85,B. Hield makes 3-pt jump shot from 26 ft (assist by K. Oubre),Lead change,4,83,85,-2,2199.0
11:06.0,Personal foul by T. Maxey (drawn by K. Love),83-85, ,,4,83,85,-2,2214.0
11:00.0,T. Herro makes 2-pt jump shot from 14 ft (assist by B. Adebayo),85-85, ,Tie,4,85,85,0,2220.0
10:44.0, ,85-87,R. Council makes 2-pt jump shot from 13 ft (assist by B. Hield),,4,85,87,-2,2236.0
10:26.0,T. Herro misses 3-pt jump shot from 27 ft,85-87, ,,4,85,87,-2,2254.0
10:23.0, ,85-87,Defensive rebound by K. Oubre,,4,85,87,-2,2257.0
10:12.0, ,85-89,T. Maxey makes 2-pt jump shot from 12 ft (assist by B. Hield),,4,85,89,-4,2268.0
9:52.0,B. Adebayo makes 2-pt hook shot from 5 ft,87-89, ,,4,87,89,-2,2288.0
9:39.0, ,87-89,B. Hield misses 3-pt jump shot from 28 ft,,4,87,89,-2,2301.0
9:36.0,Defensive rebound by K. Love,87-89, ,,4,87,89,-2,2304.0
9:33.0,Personal foul by T. Maxey (drawn by B. Adebayo),87-89, ,,4,87,89,-2,2307.0
9:33.0,D. Robinson enters the game for K. Love,87-89, ,,4,87,89,-2,2307.0
9:33.0,Personal foul by M. Bamba (drawn by H. Highsmith),87-89, ,,4,87,89,-2,2307.0
9:25.0,Turnover by D. Robinson (dbl dribble),87-89, ,,4,87,89,-2,2315.0
9:09.0, ,87-89,Personal foul by J. Jaquez (drawn by R. Council),,4,87,89,-2,2331.0
9:09.0, ,87-89,P. Reed enters the game for M. Bamba,,4,87,89,-2,2331.0
8:58.0, ,87-89,P. Reed misses 2-pt layup from 3 ft,,4,87,89,-2,2342.0
8:58.0,Defensive rebound by Team,87-89, ,,4,87,89,-2,2342.0
8:58.0, ,87-89,Loose ball foul by K. Oubre (drawn by B. Adebayo),,4,87,89,-2,2342.0
8:34.0,T. Herro makes 2-pt jump shot from 18 ft (assist by B. Adebayo),89-89, ,Tie,4,89,89,0,2366.0
8:08.0, ,89-89,T. Maxey misses 2-pt jump shot from 14 ft,,4,89,89,0,2392.0
8:08.0,Defensive rebound by Team,89-89, ,,4,89,89,0,2392.0
8:08.0,Miami full timeout,89-89, ,,4,89,89,0,2392.0
8:08.0,Instant Replay (Challenge: Ruling Stands),89-89, ,,4,89,89,0,2392.0
7:42.0,T. Herro misses 2-pt jump shot from 9 ft,89-89, ,,4,89,89,0,2418.0
7:39.0, ,89-89,Defensive rebound by B. Hield,,4,89,89,0,2421.0
7:29.0, ,89-89,T. Maxey misses 2-pt jump shot from 15 ft,,4,89,89,0,2431.0
7:24.0, ,89-89,Offensive rebound by T. Maxey,,4,89,89,0,2436.0
7:24.0, ,89-91,T. Maxey makes 2-pt layup at rim,,4,89,91,-2,2436.0
7:13.0,H. Highsmith makes 3-pt jump shot from 24 ft (assist by T. Herro),92-91, ,Lead change,4,92,91,1,2447.0
6:46.0, ,92-91,T. Maxey misses 3-pt jump shot from 28 ft,,4,92,91,1,2474.0
6:43.0,Defensive rebound by T. Herro,92-91, ,,4,92,91,1,2477.0
6:34.0,T. Herro makes 2-pt layup from 4 ft,94-91, ,,4,94,91,3,2486.0
6:17.0, ,94-93,B. Hield makes 2-pt jump shot from 14 ft,,4,94,93,1,2503.0
5:51.0,D. Robinson misses 2-pt jump shot from 6 ft,94-93, ,,4,94,93,1,2529.0
5:49.0,Offensive rebound by H. Highsmith,94-93, ,,4,94,93,1,2531.0
5:49.0,H. Highsmith misses 2-pt layup from 3 ft,94-93, ,,4,94,93,1,2531.0
5:49.0,Offensive rebound by Team,94-93, ,,4,94,93,1,2531.0
5:49.0, ,94-93,K. Martin enters the game for R. Council,,4,94,93,1,2531.0
5:39.0,D. Robinson makes 3-pt jump shot from 25 ft (assist by T. Herro),97-93, ,,4,97,93,4,2541.0
5:22.0, ,97-93,B. Hield misses 3-pt jump shot from 26 ft,,4,97,93,4,2558.0
5:19.0,Defensive rebound by B. Adebayo,97-93, ,,4,97,93,4,2561.0
5:09.0,B. Adebayo makes 2-pt dunk from 1 ft (assist by T. Herro),99-93, ,,4,99,93,6,2571.0
5:09.0, ,99-93,Philadelphia full timeout,,4,99,93,6,2571.0
4:59.0, ,99-93,T. Maxey misses 2-pt layup from 4 ft (block by H. Highsmith),,4,99,93,6,2581.0
4:59.0, ,99-93,Offensive rebound by Team,,4,99,93,6,2581.0
4:47.0, ,99-95,K. Oubre makes 2-pt jump shot from 13 ft,,4,99,95,4,2593.0
4:26.0,B. Adebayo misses 2-pt jump shot from 8 ft,99-95, ,,4,99,95,4,2614.0
4:23.0, ,99-95,Defensive rebound by B. Hield,,4,99,95,4,2617.0
4:09.0, ,99-95,Turnover by B. Hield (bad pass; steal by J. Jaquez),,4,99,95,4,2631.0
4:03.0,T. Herro misses 2-pt layup from 2 ft,99-95, ,,4,99,95,4,2637.0
4:00.0, ,99-95,Defensive rebound by K. Oubre,,4,99,95,4,2640.0
3:53.0, ,99-95,P. Reed misses 2-pt jump shot from 16 ft,,4,99,95,4,2647.0
3:50.0,Defensive rebound by T. Herro,99-95, ,,4,99,95,4,2650.0
3:32.0,T. Herro misses 2-pt layup from 4 ft,99-95, ,,4,99,95,4,2668.0
3:32.0,Offensive rebound by B. Adebayo,99-95, ,,4,99,95,4,2668.0
3:32.0,B. Adebayo misses 2-pt layup at rim,99-95, ,,4,99,95,4,2668.0
3:32.0,Offensive rebound by Team,99-95, ,,4,99,95,4,2668.0
3:32.0, ,99-95,Philadelphia full timeout,,4,99,95,4,2668.0
3:32.0, ,99-95,Instant Replay (Challenge: Ruling Stands),,4,99,95,4,2668.0
3:32.0,Turnover by B. Adebayo (off goaltending),99-95, ,,4,99,95,4,2668.0
3:20.0, ,99-95,Turnover by B. Hield (lost ball; steal by D. Robinson),,4,99,95,4,2680.0
2:59.0,D. Robinson misses 3-pt jump shot from 26 ft,99-95, ,,4,99,95,4,2701.0
2:58.0,Offensive rebound by J. Jaquez,99-95, ,,4,99,95,4,2702.0
2:58.0,J. Jaquez makes 2-pt layup at rim,101-95, ,,4,101,95,6,2702.0
2:33.0, ,101-95,Shooting foul by B. Adebayo (drawn by P. Reed),,4,101,95,6,2727.0
2:33.0, ,101-96,P. Reed makes free throw 1 of 2,,4,101,96,5,2727.0
2:33.0, ,101-97,P. Reed makes free throw 2 of 2,,4,101,97,4,2727.0
2:15.0,D. Robinson misses 2-pt jump shot from 8 ft,101-97, ,,4,101,97,4,2745.0
2:12.0, ,101-97,Defensive rebound by P. Reed,,4,101,97,4,2748.0
2:02.0, ,101-97,T. Maxey misses 2-pt jump shot from 9 ft,,4,101,97,4,2758.0
1:57.0,Defensive rebound by T. Herro,101-97, ,,4,101,97,4,2763.0
1:47.0,T. Herro makes 2-pt jump shot from 17 ft,103-97, ,,4,103,97,6,2773.0
1:38.0, ,103-97,B. Hield misses 3-pt jump shot from 27 ft,,4,103,97,6,2782.0
1:33.0,Defensive rebound by B. Adebayo,103-97, ,,4,103,97,6,2787.0
1:15.0,T. Herro misses 3-pt jump shot from 26 ft,103-97, ,,4,103,97,6,2805.0
1:13.0,Offensive rebound by Team,103-97, ,,4,103,97,6,2807.0
1:13.0, ,103-97,Loose ball foul by K. Oubre (drawn by H. Highsmith),,4,103,97,6,2807.0
1:13.0, ,103-97,Philadelphia full timeout,,4,103,97,6,2807.0
1:13.0, ,103-97,Instant Replay (Challenge: Ruling Stands),,4,103,97,6,2807.0
1:13.0, ,103-97,C. Payne enters the game for K. Oubre,,4,103,97,6,2807.0
1:13.0,H. Highsmith makes free throw 1 of 2,104-97, ,,4,104,97,7,2807.0
1:13.0,H. Highsmith makes free throw 2 of 2,105-97, ,,4,105,97,8,2807.0
1:01.0, ,105-99,P. Reed makes 2-pt layup from 3 ft (assist by K. Martin),,4,105,99,6,2819.0
1:01.0, ,105-99,Shooting foul by J. Jaquez (drawn by P. Reed),,4,105,99,6,2819.0
1:01.0, ,105-100,P. Reed makes free throw 1 of 1,,4,105,100,5,2819.0
1:00.0,Turnover by T. Herro (out of bounds lost ball),105-100, ,,4,105,100,5,2820.0
0:52.0, ,105-102,T. Maxey makes 2-pt jump shot from 11 ft,,4,105,102,3,2828.0
0:52.0,Violation by Team (def goaltending),105-102, ,,4,105,102,3,2828.0
0:52.0,Instant Replay (Request: Ruling Stands),105-102, ,,4,105,102,3,2828.0
0:35.0,D. Robinson misses 3-pt jump shot from 24 ft,105-102, ,,4,105,102,3,2845.0
0:34.0,Offensive rebound by J. Jaquez,105-102, ,,4,105,102,3,2846.0
0:34.0,J. Jaquez makes 2-pt dunk at rim,107-102, ,,4,107,102,5,2846.0
0:28.0, ,107-102,Personal foul by D. Robinson (drawn by T. Maxey),,4,107,102,5,2852.0
0:28.0, ,107-103,T. Maxey makes free throw 1 of 2,,4,107,103,4,2852.0
0:28.0, ,107-104,T. Maxey makes free throw 2 of 2,,4,107,104,3,2852.0
0:28.0,Miami full timeout,107-104, ,,4,107,104,3,2852.0
0:12.0,T. Herro misses 2-pt jump shot from 22 ft,107-104, ,,4,107,104,3,2868.0
0:08.0,Offensive rebound by B. Adebayo,107-104, ,,4,107,104,3,2872.0
0:07.0,Personal foul by B. Hield (drawn by B. Adebayo),107-104, ,,4,107,104,3,2873.0
0:07.0,B. Adebayo makes free throw 1 of 2,108-104, ,,4,108,104,4,2873.0
0:07.0,C. Martin enters the game for D. Robinson,108-104, ,,4,108,104,4,2873.0
0:07.0,B. Adebayo makes free throw 2 of 2,109-104, ,,4,109,104,5,2873.0
0:01.0, ,109-104,Turnover by K. Martin (lost ball; steal by C. Martin),,4,109,104,5,2879.0
0:00.0,End of 4th quarter,109-104,,,4,109,104,5,2880.0
